index,name,place,price,经纬度,latitude,longitude
0,成都战旗乡村别墅,唐昌镇战旗村 ,1981,"103.124799,30.283336",103.124799,30.283336
1,成都凤凰台,华阳正北街188号 ,0,"103.356977,30.572343",103.356977,30.572343
2,成都高宇滨水国际,滨江路中段159号 ,4641,"103.447466,30.413847",103.447466,30.413847
3,成都瑞云壹号村庄,司马大道1号 ,0,"103.447981,30.406744",103.447981,30.406744
4,成都教育局宿舍,学道街53号 ,11849,"103.453986,30.411881",103.453986,30.411881
5,成都供电局宿舍,一环路东四段6号 ,0,"103.455794,30.407781",103.455794,30.407781
6,成都电力宿舍,城中一环内大慈寺路 ,0,"103.455794,30.407781",103.455794,30.407781
7,成都都市豪庭,西街电影院对面 ,0,"103.456176,30.414312",103.456176,30.414312
8,成都天晴美地,临邛镇西较场口街109号 ,0,"103.456502,30.412168",103.456502,30.412168
9,成都城建局宿舍,新都区桂湖东路 ,0,"103.459744,30.422428",103.459744,30.422428
10,成都临邛世家,文庙街28号 ,3572,"103.460840,30.406639",103.46084,30.406639
11,成都天府临邛,凤凰大道649号 ,3173,"103.471828,30.401680",103.471828,30.40168
12,成都郫县地税小区,郫县郫筒镇包家巷 ,5592,"103.473288,30.403149",103.473288,30.403149
13,成都农商银行宿舍,武侯二环路南一段16号 ,18543,"103.475600,30.411681",103.4756,30.411681
14,成都阳光欣苑,前锋路6号 ,0,"103.478851,30.401399",103.478851,30.401399
15,成都青城美庐,都江堰泰安村四组39号 ,0,"103.491759,30.926078",103.491759,30.926078
16,成都青城后山峰安小筑,红岩新村泰安村九组 ,5737,"103.494599,30.918757",103.494599,30.918757
17,成都青城后山水,青城后山山门50米 ,2915,"103.494599,30.918757",103.494599,30.918757
18,成都巴黎岛,成都八宝街口新城市广 ,9037,"103.514718,30.189776",103.514718,30.189776
19,成都丽都花城,围城南路南段130号 ,0,"103.518254,30.582281",103.518254,30.582281
20,成都中铁龙郡,大邑大道128号 ,2854,"103.523082,30.571799",103.523082,30.571799
21,成都展瑞君悦华庭,大邑大道266号 ,0,"103.523477,30.570297",103.523477,30.570297
22,成都邑都上城,晋原镇大邑大道 ,5035,"103.523789,30.568248",103.523789,30.568248
23,成都西岭名苑,邑新大道110号 ,0,"103.526179,30.573608",103.526179,30.573608
24,成都新花园,双林北横路131号 ,7747,"103.526576,30.575284",103.526576,30.575284
25,成都翰城国际,大邑大道199号(大邑中学旁) ,0,"103.527806,30.572357",103.527806,30.572357
26,成都九龙圣地,崇州区三郎镇 ,3410,"103.531790,30.781522",103.53179,30.781522
27,成都幸福公社,大邑县青霞镇 ,5544,"103.533545,30.682018",103.533545,30.682018
28,成都恒丰雅苑,甲子东路110号 ,0,"103.535060,30.580003",103.53506,30.580003
29,成都邑都望府,潘家街三段（新城医院附近） ,0,"103.537270,30.580941",103.53727,30.580941
30,成都蜀鼎意景,孟湾东道286号 ,0,"103.537293,30.582726",103.537293,30.582726
31,成都青城水云间,青城后山，山门入口处 ,6678,"103.542629,30.896761",103.542629,30.896761
32,成都天仙桥社区,天仙桥滨河路 ,0,"103.552533,30.948743",103.552533,30.948743
33,成都美墅半岛,青城后山大观镇两河风景区 ,7696,"103.558542,30.867655",103.558542,30.867655
34,成都金鱼街5号院,金鱼街5号 ,8190,"103.559370,30.815617",103.55937,30.815617
35,成都碧湖园,青城山高尔夫山庄内 ,14833,"103.571399,30.831434",103.571399,30.831434
36,成都五里青城,青城山环山渠核心风景区内 ,0,"103.574844,30.889790",103.574844,30.88979
37,成都青城皓庭,青城山环山路17号 ,0,"103.587110,30.887062",103.58711,30.887062
38,成都石桥小区,府城大道799号 ,9396,"103.588690,30.868594",103.58869,30.868594
39,成都青城山房,怀中路与便民路的交叉口 ,0,"103.588992,30.882308",103.588992,30.882308
40,成都龙湖小院青城,青城山大三路2号 ,0,"103.590251,30.870010",103.590251,30.87001
41,成都四季青城,白鹤路1号（青城山前门300米） ,0,"103.591711,30.900750",103.591711,30.90075
42,成都青城风景,香楠路（泉水路旁） ,2847,"103.593840,30.907075",103.59384,30.907075
43,成都青城雅舍,青云路2号（青城山镇） ,0,"103.593961,30.900355",103.593961,30.900355
44,成都青城花园,都江堰青正街63号 ,4167,"103.594917,30.898647",103.594917,30.898647
45,成都石牛小区,望丛西路410号 ,3892,"103.598167,30.981240",103.598167,30.98124
46,成都景顺山水间,玉堂镇三台村 ,5281,"103.598463,30.976391",103.598463,30.976391
47,成都清溪映墅,青城山镇和乐村 ,0,"103.600084,30.900629",103.600084,30.900629
48,成都梵谷源,道明镇街安路旁 ,4340,"103.605304,30.660103",103.605304,30.660103
49,成都秦堰名居,灵岩山脚下（都江堰市区旁） ,0,"103.614976,31.023272",103.614976,31.023272
50,成都都江堰花木城,青城前山附近 ,0,"103.616539,30.922887",103.616539,30.922887
51,成都梧桐花园,奎光路301号 ,3734,"103.616940,30.982175",103.61694,30.982175
52,成都兴泰苑,宝光大道中段37号 ,0,"103.616974,30.984685",103.616974,30.984685
53,成都花涧青城,都江堰安龙镇花卉街 ,0,"103.617188,30.786875",103.617188,30.786875
54,成都珠江逸景天生墅,青城山 ,7977,"103.618276,30.921405",103.618276,30.921405
55,成都井福公寓,井福街1号 ,0,"103.618748,30.998262",103.618748,30.998262
56,成都都之都商业广场,都江堰都江堰天乙街公园路口 ,0,"103.620654,30.992872",103.620654,30.992872
57,成都恒成花园,都江堰市安轻路162号 ,3216,"103.620899,30.974953",103.620899,30.974953
58,成都望江公寓,一环路南一段59号 ,38080,"103.622750,30.986278",103.62275,30.986278
59,成都岷山商城,都江堰幸福大道上段 ,0,"103.622765,30.999963",103.622765,30.999963
60,成都青城两河山庄,青城后山两河乡风景区 ,0,"103.622840,30.974432",103.62284,30.974432
61,成都青城二十四院,康兮路69号 ,0,"103.622866,30.973824",103.622866,30.973824
62,成都枫尚领域,二环康兮路中段 ,4380,"103.623850,30.970739",103.62385,30.970739
63,成都农行家属院郫县,郫县望丛中路448号 ,3186,"103.623987,30.999575",103.623987,30.999575
64,成都农行家属院,温江文化路与和宁街交口 ,0,"103.623987,30.999575",103.623987,30.999575
65,成都天和盛世,天维街与五桂桥街交界处 ,6024,"103.624272,30.997936",103.624272,30.997936
66,成都江都花园,幸福镇青城路336号 ,6210,"103.624278,30.982355",103.624278,30.982355
67,成都怡晴苑,建设路永康巷56号附7号 ,0,"103.625083,30.996558",103.625083,30.996558
68,成都水都城市花园,江东街258号 ,3962,"103.625269,30.983561",103.625269,30.983561
69,成都岷江河畔,龙潭湾滨河路 ,4318,"103.626103,30.967691",103.626103,30.967691
70,成都水郡,市区蒲阳河上 ,10670,"103.626190,30.989961",103.62619,30.989961
71,成都怡家新城,蒲阳河畔 ,0,"103.626492,30.995930",103.626492,30.99593
72,成都临江阁,青城路（新堰坎旁） ,0,"103.628140,30.980136",103.62814,30.980136
73,成都银海金岸,天府大道49号 ,4857,"103.628833,30.974414",103.628833,30.974414
74,成都岷山雅居,蒲阳路313号 ,0,"103.629761,31.002425",103.629761,31.002425
75,成都金桥小区,金平巷26号 ,3702,"103.630099,30.984074",103.630099,30.984074
76,成都凤凰里,太平街446号 ,4384,"103.630309,30.985631",103.630309,30.985631
77,成都泓坊河畔,滨河街道滨河路195号 ,5995,"103.630581,30.969425",103.630581,30.969425
78,成都瑞康花园,玉带桥街210号 ,8382,"103.631256,30.994374",103.631256,30.994374
79,成都永康森林别墅,三环路外永康公园附近 ,0,"103.631590,31.012073",103.63159,31.012073
80,成都都江森林别墅,香雪海路83号 ,0,"103.631590,31.012073",103.63159,31.012073
81,成都都江堰花园,花园商业步行街 ,5379,"103.631985,30.992415",103.631985,30.992415
82,成都都江堰玉垒名居,都江堰市观景路678号 ,0,"103.632209,31.004807",103.632209,31.004807
83,成都观景苑,安公路二段398号 ,3921,"103.633043,30.987957",103.633043,30.987957
84,成都美山居,一环国堰宾馆对面灵岩山旁 ,5514,"103.633524,31.010462",103.633524,31.010462
85,成都沿海丽水印象,二环与翔凤路交汇处 ,4841,"103.633799,30.978434",103.633799,30.978434
86,成都都鹏花园,观景楼 ,5620,"103.634551,30.988089",103.634551,30.988089
87,成都岷山馨苑,观景路中段322号 ,3846,"103.634715,30.995105",103.634715,30.995105
88,成都阳光新城,阳光路63号 ,2459,"103.635880,30.986939",103.63588,30.986939
89,成都美林花园,都江堰景环路58号 ,3002,"103.635970,30.987938",103.63597,30.987938
90,成都碧茗苑,新发南路130号 ,6301,"103.636556,30.986742",103.636556,30.986742
91,成都都江森邻,新发南路110号 ,3652,"103.636686,30.987795",103.636686,30.987795
92,成都石油公司宿舍,横东城根街4号 ,0,"103.637099,30.984616",103.637099,30.984616
93,成都水都豪庭,彩虹大道南段885号 ,0,"103.637243,30.969099",103.637243,30.969099
94,成都水印长滩,灌怀路1号（柏条河北路中段） ,3746,"103.637752,30.992632",103.637752,30.992632
95,成都彭湖湾国际生态社区,四川彭山县寂照街2号 ,0,"103.638481,30.532587",103.638481,30.532587
96,成都鹤舞青城,彩虹大道南段二环路银河大桥 ,3664,"103.639614,30.972883",103.639614,30.972883
97,成都华夏名居,迎宾路217号 ,3889,"103.639662,30.983454",103.639662,30.983454
98,成都堰锦家园,光明街278号 ,4042,"103.640763,30.994331",103.640763,30.994331
99,成都青城阳光,大三路79号 ,0,"103.642500,31.011847",103.6425,31.011847
100,成都岷江花园,幸福大道中山北路8号 ,4381,"103.643664,30.991027",103.643664,30.991027
101,成都百花苑,大石东路右三巷1号 ,0,"103.643974,30.984631",103.643974,30.984631
102,成都兰卡威,二环外侧走马河畔（安达路） ,4089,"103.644049,30.965681",103.644049,30.965681
103,成都钰诚花园,大道中段 ,0,"103.645243,30.989194",103.645243,30.989194
104,成都都市美丽风景,彩虹大道（堰华路旁） ,3824,"103.645293,30.976431",103.645293,30.976431
105,成都钰城花园二期,大道中段 ,4508,"103.645380,30.989140",103.64538,30.98914
106,成都水电花园,岷江路2号（岷江国际对面） ,4154,"103.646222,30.986783",103.646222,30.986783
107,成都幸福风景,岷江路131号 ,7396,"103.646386,30.982427",103.646386,30.982427
108,成都天府丽都,青羊区草堂北支路217号 ,0,"103.648913,30.956070",103.648913,30.95607
109,成都金花映月,金花镇金江路32号江安河生态公园内 ,0,"103.649214,30.863260",103.649214,30.86326
110,成都幸福生活广场,都江堰大道下段（法院东侧） ,5490,"103.649870,30.988411",103.64987,30.988411
111,成都瑞园小区,李家沱 ,0,"103.650167,30.992583",103.650167,30.992583
112,成都银海花园,联盟南路82号 ,3894,"103.650631,30.983672",103.650631,30.983672
113,成都康桥水乡,灌金路(外国语实验学校对面) ,3369,"103.650652,31.000915",103.650652,31.000915
114,成都倾城莲花,西江乡龙泉村 ,6066,"103.653171,30.635137",103.653171,30.635137
115,成都西江紫园,滨江路南一段2号 ,8506,"103.656613,30.629381",103.656613,30.629381
116,成都中冶堰景,彩虹大道北段348号 ,4196,"103.658717,30.995803",103.658717,30.995803
117,成都银桂园,朝阳路343号 ,6065,"103.658807,31.012609",103.658807,31.012609
118,成都廊桥水岸春天,滨江路南一段 ,0,"103.659406,30.624753",103.659406,30.624753
119,成都愿景水涟漪,滨河路西江河畔 ,3689,"103.659587,30.633984",103.659587,30.633984
120,成都上林西江国际社区,崇州市滨河路北二段1号 ,5532,"103.659919,30.644452",103.659919,30.644452
121,成都象牙海岸,永康西路603号 ,0,"103.660242,30.621565",103.660242,30.621565
122,成都西江明珠,崇阳镇文井路 ,3309,"103.660453,30.638346",103.660453,30.638346
123,成都银杏春天,东大街324号附1号 ,0,"103.662196,31.012841",103.662196,31.012841
124,成都锦绣天居,唐兴街68号 ,4023,"103.663272,30.638559",103.663272,30.638559
125,成都农牧局宿舍,七道堰12号 ,0,"103.663633,30.626726",103.663633,30.626726
126,成都一品江山,龙门中路40号 ,0,"103.663728,30.630947",103.663728,30.630947
127,成都愿景春之雪,杨祠街67号 ,3616,"103.666281,30.625030",103.666281,30.62503
128,成都中铁汉嘉御景,蜀州南路180号 ,0,"103.667077,30.614242",103.667077,30.614242
129,成都国税局宿舍,下同仁路126号 ,4476,"103.670643,30.640446",103.670643,30.640446
130,成都香颂湖国际社区,中兴镇 ,0,"103.671760,30.893316",103.67176,30.893316
131,成都春晓华庭,永安中路88号 ,3278,"103.673195,30.638802",103.673195,30.638802
132,成都虹都水岸,虹口乡高原村 ,0,"103.675699,31.124266",103.675699,31.124266
133,成都交管所家属院,温江区鱼凫路 ,0,"103.676726,30.634744",103.676726,30.634744
134,成都缇香府二期,唐安西路70号 ,0,"103.677692,30.632291",103.677692,30.632291
135,成都仁和公寓,仁和路26号 ,0,"103.678860,30.627363",103.67886,30.627363
136,成都恒昌锦绣中华,崇州市江源路 ,0,"103.679257,30.628091",103.679257,30.628091
137,成都德华苑,都江堰聚兴大道 ,1900,"103.681150,30.943960",103.68115,30.94396
138,成都胜利路社区,胜利路，新南门 ,9924,"103.683933,30.581821",103.683933,30.581821
139,成都柏林小区,成都龙泉驿区燃灯寺路88号 ,8499,"103.702714,30.493406",103.702714,30.493406
140,成都明苑小区,西航空港白家镇（近花红小区中街） ,4666,"103.718242,30.616360",103.718242,30.61636
141,成都武侯横街小区,武侯横街15号 ,8858,"103.720950,30.833710",103.72095,30.83371
142,成都共和路,新光路64号 ,9542,"103.731653,31.016994",103.731653,31.016994
143,成都西崇逸景,崇德路（崇义小学对面） ,0,"103.731987,30.917420",103.731987,30.91742
144,成都都崇小区,崇义镇（崇义中学旁） ,0,"103.733736,30.915479",103.733736,30.915479
145,成都仁和逸景,营门口路 ,9058,"103.739197,30.359272",103.739197,30.359272
146,成都前进苑,温江和盛镇步行街 ,2202,"103.775320,30.749500",103.77532,30.7495
147,成都岷江畔岛,幸福大道上段 ,0,"103.777667,30.664917",103.777667,30.664917
148,成都水流云在,友爱镇石家桥出口农科村方向200米处 ,5274,"103.795270,30.822270",103.79527,30.82227
149,成都西蜀子云花都,友爱镇子云西路54号 ,3400,"103.796121,30.826011",103.796121,30.826011
150,成都江山多娇,金三角周河心 ,5755,"103.797173,30.412781",103.797173,30.412781
151,成都成都金马国际体育城中央生活区,金马镇 ,0,"103.798413,30.637903",103.798413,30.637903
152,成都清河艺术家创作园·聚艺36墅,友爱镇石家桥出口农科村方向200米处 ,0,"103.798460,30.824100",103.79846,30.8241
153,成都富地名城,文昌路156号 ,0,"103.801120,30.404216",103.80112,30.404216
154,成都金泉社区,黄金东一路羊犀立交外侧 ,0,"103.801383,30.638790",103.801383,30.63879
155,成都美景花园,武阳西路240号 ,0,"103.803250,30.412570",103.80325,30.41257
156,成都花样年君山,君山路1号（新津老君山） ,0,"103.804854,30.393318",103.804854,30.393318
157,成都津都花城,兴园五路42号 ,2747,"103.809559,30.422399",103.809559,30.422399
158,成都丽景欣城商业街,温江体育北路中段 ,0,"103.810040,30.723980",103.81004,30.72398
159,成都南港都市,正西街彩虹桥头 ,9600,"103.810680,30.408654",103.81068,30.408654
160,成都天府豪庭,武侯区荣华南路398号 ,8559,"103.811592,30.695326",103.811592,30.695326
161,成都天府江南,天海路118号 ,4964,"103.811592,30.695326",103.811592,30.695326
162,成都天府时代广场,东大街以南、水井街以北 ,0,"103.811592,30.695326",103.811592,30.695326
163,成都津都雅居少公馆,迎宾大道15号 ,0,"103.812571,30.422898",103.812571,30.422898
164,成都天府原里,海科路东段688号 ,4142,"103.812785,30.675345",103.812785,30.675345
165,成都西财学府阳光,大学城海科路东段（西南财经大学旁） ,0,"103.813757,30.677010",103.813757,30.67701
166,成都天府智谷,锦绣大道南段99号 ,0,"103.814164,30.669672",103.814164,30.669672
167,成都814厂家属区,温江天府街（近中医药大学温江校区） ,3320,"103.814188,30.693750",103.814188,30.69375
168,成都红泰翰城,南熏大道四段8号 ,4736,"103.814792,30.691623",103.814792,30.691623
169,成都海科名城,海科路1号(西南财经大学柳林校区附近） ,4594,"103.816051,30.677834",103.816051,30.677834
170,成都玉树新村,南河南岸（原面粉厂） ,1984,"103.816461,30.405101",103.816461,30.405101
171,成都南桥新天地,新津东顺河街94号 ,6824,"103.816787,30.407944",103.816787,30.407944
172,成都悦水蓝山,温江区蓉台大道 ,0,"103.817350,30.644721",103.81735,30.644721
173,成都农校家属院,德通桥路（温江） ,0,"103.819207,30.695146",103.819207,30.695146
174,成都温江粮食局家属院,长安路114号 ,0,"103.819237,30.699475",103.819237,30.699475
175,成都橄榄郡,新都静安路19号（西南石油学院正对面） ,9825,"103.819673,30.422747",103.819673,30.422747
176,成都永兴苑,净居寺南街135号 ,8315,"103.819815,30.855537",103.819815,30.855537
177,成都鑫源锦城,黄金路238号 ,4643,"103.820200,30.706710",103.8202,30.70671
178,成都津城绿地,五津东路下段 ,6701,"103.820236,30.416987",103.820236,30.416987
179,成都鑫华苑,黄金路228号 ,0,"103.820871,30.704777",103.820871,30.704777
180,成都学府美地,南熏大道四段188号 ,5099,"103.820891,30.691388",103.820891,30.691388
181,成都棠湖泊林小镇,德通桥路28号 ,5229,"103.821551,30.697468",103.821551,30.697468
182,成都南岳小区,国色天香旁 ,0,"103.821600,30.717893",103.8216,30.717893
183,成都康成家园,温江区新南路655号 ,4191,"103.821607,30.705203",103.821607,30.705203
184,成都柳城阳光,德通桥路233号 ,0,"103.821669,30.694674",103.821669,30.694674
185,成都温江区万盛新区,南熏大道四段158号 ,2543,"103.822309,30.690630",103.822309,30.69063
186,成都金强大学城,南熏大道三段855号 ,5185,"103.822320,30.686189",103.82232,30.686189
187,成都南岳别墅,温江国色天香旁 ,0,"103.822415,30.711950",103.822415,30.71195
188,成都鹭湖宫,万春镇江安河畔 ,8179,"103.824641,30.733870",103.824641,30.73387
189,成都绿杨涧,杨柳西路北段138号 ,0,"103.824719,30.694529",103.824719,30.694529
190,成都汉唐新城,南熏路319号 ,2516,"103.825055,30.917445",103.825055,30.917445
191,成都万家华庭,新南路306号 ,0,"103.825618,30.708677",103.825618,30.708677
192,成都海峡新城,柳台大道东段61号 ,5281,"103.825688,30.686942",103.825688,30.686942
193,成都碧水馨居,柳城新南路218号 ,0,"103.825844,30.710443",103.825844,30.710443
194,成都漫草苑,温江区万春镇南岳村 ,0,"103.826343,30.708524",103.826343,30.708524
195,成都金域香洲,柳城大道东段46号 ,5003,"103.826398,30.690273",103.826398,30.690273
196,成都环卫局家属院,来凤路375号 ,3814,"103.826480,30.698779",103.82648,30.698779
197,成都国色天乡,天乡路二段88号 ,11831,"103.826939,30.722460",103.826939,30.72246
198,成都华宇水景湾,华阳镇华阳大道一段 ,0,"103.827163,30.933068",103.827163,30.933068
199,成都清河御苑,友爱镇清溪村 ,0,"103.827412,30.815718",103.827412,30.815718
200,成都印象田园,郫县友爱镇释迦桥 ,0,"103.828840,30.813745",103.82884,30.813745
201,成都江南房子,柳城大道西段238号 ,0,"103.828914,30.692061",103.828914,30.692061
202,成都龙泉政府大楼,惠王陵东路 ,0,"103.830564,30.732740",103.830564,30.73274
203,成都置信香颐丽都,天乡路二段88号 ,8717,"103.830826,30.727202",103.830826,30.727202
204,成都林业局干休所,南熏大道388号 ,3783,"103.831416,30.688366",103.831416,30.688366
205,成都棕庭苑,柳城大道西段111号 ,0,"103.831654,30.690821",103.831654,30.690821
206,成都清河上院,友爱镇释迦桥下街76号 ,0,"103.832454,30.814487",103.832454,30.814487
207,成都君怡苑,柳春路88号（鱼凫路旁） ,0,"103.832705,30.702983",103.832705,30.702983
208,成都柳岸阳光,温江柳林乡和平村4租 ,0,"103.833162,30.681148",103.833162,30.681148
209,成都美丽华,温江西大街166号 ,0,"103.833411,30.698908",103.833411,30.698908
210,成都富成苑,营兴街47号 ,0,"103.833464,30.672755",103.833464,30.672755
211,成都柳河苑,柳河南路255号 ,5623,"103.833644,30.686722",103.833644,30.686722
212,成都三江城市之光,温泉路 ,0,"103.833657,30.696492",103.833657,30.696492
213,成都都市水岸,杨柳东路中段268号 ,0,"103.833948,30.683901",103.833948,30.683901
214,成都红枫别苑,友爱镇清河村 ,0,"103.834490,30.813231",103.83449,30.813231
215,成都蓝光紫檀山,春江南路1688号 ,6356,"103.834755,30.724482",103.834755,30.724482
216,成都怡馨苑,南熏大道二段988号 ,0,"103.835065,30.683395",103.835065,30.683395
217,成都尚信国际公馆,南熏大道二段 ,0,"103.835964,30.682171",103.835964,30.682171
218,成都柳岸银洲,天府街办龙堰村一组（杨柳河东路南段与南江路交界处） ,0,"103.836435,30.679971",103.836435,30.679971
219,成都向阳苑,南浦路西段189号 ,4256,"103.836494,30.689491",103.836494,30.689491
220,成都金色鱼凫,柳林路158号 ,0,"103.836526,30.684936",103.836526,30.684936
221,成都蜀风庭院,鹃兴路729号 ,4159,"103.837077,30.813716",103.837077,30.813716
222,成都德坤竹韵坊,万春路382号 ,0,"103.837209,30.709364",103.837209,30.709364
223,成都中行家属院,南浦路31号 ,6016,"103.837229,30.689837",103.837229,30.689837
224,成都温江农委家属院,温江区外北街31号 ,3410,"103.838977,30.684773",103.838977,30.684773
225,成都长征大院,凤溪大道中段86号 ,0,"103.839046,30.690939",103.839046,30.690939
226,成都迎辉路小区,迎辉路125号 ,0,"103.839343,30.700935",103.839343,30.700935
227,成都上河居,大安西滨河路3号 ,7341,"103.839500,30.708450",103.8395,30.70845
228,成都赞元茗居,柳城大道3号 ,0,"103.839561,30.698325",103.839561,30.698325
229,成都南巷子公寓,同仁路观音阁后街 ,0,"103.839751,30.696036",103.839751,30.696036
230,成都友谊花园,南熏大道二段582号 ,0,"103.840513,30.686647",103.840513,30.686647
231,成都兴城清风晓筑,迎晖路147号（温江人民商场旁） ,0,"103.840605,30.701063",103.840605,30.701063
232,成都水都新城,新马路 ,0,"103.840949,30.374402",103.840949,30.374402
233,成都春江·青龙湾,春江路（成都电力学院旁） ,0,"103.841562,30.715937",103.841562,30.715937
234,成都向阳茗苑,凤溪大道中段198号 ,0,"103.842063,30.687352",103.842063,30.687352
235,成都大同上郡,春乡街88、89号 ,3165,"103.842118,30.724598",103.842118,30.724598
236,成都花样年花好园,武青南路9号 ,0,"103.843050,30.651250",103.84305,30.65125
237,成都边城水恋,滨江路北段128号 ,0,"103.843635,30.706063",103.843635,30.706063
238,成都德坤海地亚,温江区春江南路8号 ,0,"103.844173,30.710776",103.844173,30.710776
239,成都文化路小区,文化路1-100号 ,0,"103.845125,30.693120",103.845125,30.69312
240,成都大庆蜀苑,春江南路98号 ,0,"103.845213,30.713096",103.845213,30.713096
241,成都岷江小区,西区大道300号 ,0,"103.845372,30.369954",103.845372,30.369954
242,成都生态苑,航天路169号 ,0,"103.845589,30.689211",103.845589,30.689211
243,成都置信柳城谊苑,两河路东段18号 ,0,"103.846493,30.690081",103.846493,30.690081
244,成都上林宽境,南熏大道二段139号 ,0,"103.847428,30.688811",103.847428,30.688811
245,成都福心苑,东安南街 ,0,"103.847654,30.686846",103.847654,30.686846
246,成都禹顺苑,文明街198号 ,2626,"103.851209,30.771709",103.851209,30.771709
247,成都恒大城,凤溪大道南段555号 ,6727,"103.851558,30.680274",103.851558,30.680274
248,成都塞纳河畔,光华大道1969号 ,4957,"103.852177,30.687239",103.852177,30.687239
249,成都蒲阳商住综合市场,都江堰蒲阳大道东段蒲阳新桥头 ,0,"103.852947,30.939707",103.852947,30.939707
250,成都中森光华1号,光华大道南侧仁和路758号（花博会址斜对面） ,11110,"103.854443,30.686354",103.854443,30.686354
251,成都香颂岛,花香街222号 ,0,"103.855141,30.691808",103.855141,30.691808
252,成都西蜀尚都,长安路244号 ,0,"103.855985,30.697894",103.855985,30.697894
253,成都新华小区,新鸿南路77号 ,9588,"103.856050,30.677718",103.85605,30.677718
254,成都太极花园,长安路275号 ,0,"103.856429,30.698925",103.856429,30.698925
255,成都新城府景,政通路1399号 ,0,"103.856847,30.676472",103.856847,30.676472
256,成都帝景花园,长安路295号 ,0,"103.857072,30.698839",103.857072,30.698839
257,成都富华苑,忠烈祠东街50号 ,0,"103.857514,30.776591",103.857514,30.776591
258,成都珠江国际花园,天宝西街89号 ,6279,"103.857810,30.688692",103.85781,30.688692
259,成都西花汀,天宝西街299号 ,5432,"103.859249,30.689318",103.859249,30.689318
260,成都花溪谷,人和路3号 ,0,"103.861700,30.679265",103.8617,30.679265
261,成都云凌花乡,郫县新民镇 ,3686,"103.862185,30.877388",103.862185,30.877388
262,成都七彩花都,锦泉街55号 ,9793,"103.862318,30.693974",103.862318,30.693974
263,成都七彩花都二期,花都大道西段588号 ,5822,"103.862318,30.693974",103.862318,30.693974
264,成都世纪光华,花都大道888号 ,4963,"103.862991,30.698277",103.862991,30.698277
265,成都光华国际,温江仁和路188号 ,6565,"103.863304,30.681479",103.863304,30.681479
266,成都依云镇,光华大道三段1333号 ,5547,"103.865305,30.679981",103.865305,30.679981
267,成都碧林香堤,郫县清江二街188号 ,3641,"103.867031,30.800053",103.867031,30.800053
268,成都朝阳时代西锦,花都大道西段399号 ,4728,"103.867191,30.691977",103.867191,30.691977
269,成都佳兆业丽晶港,同兴东路88号 ,5779,"103.871185,30.681968",103.871185,30.681968
270,成都森宇美茵河谷,同兴东路398号 ,5944,"103.871592,30.688420",103.871592,30.68842
271,成都森宇音乐花园,温泉大道一段558号 ,4602,"103.873092,30.686734",103.873092,30.686734
272,成都8号公馆,光华大道三段南侧（成都七中前行800米） ,5724,"103.874446,30.676339",103.874446,30.676339
273,成都中铁奥维尔,郫筒镇西梨路 ,10832,"103.874971,30.821733",103.874971,30.821733
274,成都锦绣森邻,温泉大道一段1399号 ,5482,"103.875822,30.680449",103.875822,30.680449
275,成都蜀源国都,望丛西路75号 ,3722,"103.875871,30.811838",103.875871,30.811838
276,成都边城香格里,清泉南街99号 ,5741,"103.877391,30.676467",103.877391,30.676467
277,成都晨光春华 春熙苑,建设北路三段 ,0,"103.877507,30.800661",103.877507,30.800661
278,成都桃园柳岸,望丛西路261号 ,4570,"103.877552,30.814826",103.877552,30.814826
279,成都蜀都新邨,顺河东街33号 ,4261,"103.878269,30.788262",103.878269,30.788262
280,成都华侨凤凰国际城,望丛西路299号 ,7698,"103.878881,30.818690",103.878881,30.81869
281,成都郫县星南苑,郫县新南街282号 ,4233,"103.879864,30.808452",103.879864,30.808452
282,成都杏林苑,郫县新南街342号 ,4046,"103.880499,30.807192",103.880499,30.807192
283,成都西江苑,成都市西大街454 ,3840,"103.880955,30.815645",103.880955,30.815645
284,成都兰桂香林,金家巷81号 ,4467,"103.880980,30.807674",103.88098,30.807674
285,成都瑞光花园,郫县紫荆巷1号 ,4710,"103.880991,30.810823",103.880991,30.810823
286,成都供电局家属院,新鸿南支路5号 ,6259,"103.882556,30.805726",103.882556,30.805726
287,成都南兴小区,郫县郫筒镇南兴巷87号 ,3952,"103.883571,30.805082",103.883571,30.805082
288,成都新时代小区,一环路东南段249号附2号 ,4093,"103.884050,30.806884",103.88405,30.806884
289,成都静雅小区,郫县南苑巷94号 ,3768,"103.884086,30.805316",103.884086,30.805316
290,成都彩叠园,光华大道三段鹏程路1088号 ,13314,"103.884560,30.675287",103.88456,30.675287
291,成都城建双城,公平镇 ,0,"103.884738,30.699285",103.884738,30.699285
292,成都景德二巷,西大街 ,0,"103.884766,30.810643",103.884766,30.810643
293,成都晨苑小区,南兴巷36号 ,3606,"103.884852,30.804990",103.884852,30.80499
294,成都书院小区,书院街22号 ,3862,"103.885011,30.802629",103.885011,30.802629
295,成都郫县机面厂小区,文庙巷61号 ,5237,"103.885420,30.806680",103.88542,30.80668
296,成都书院街52号院,书院街52号 ,8631,"103.885729,30.803044",103.885729,30.803044
297,成都水电七局干休所,一环路东南段139号 ,3803,"103.885919,30.805204",103.885919,30.805204
298,成都香瑞湖,鹏程路1099号 ,5514,"103.885920,30.675714",103.88592,30.675714
299,成都香瑞湖花园四期,温江凤凰村 ,0,"103.885920,30.675714",103.88592,30.675714
