index,name,place,price,经纬度,latitude,longitude
784,成都云影苑,云影路1号（二环路西一段外侧） ,0,"104.017407,30.646445",104.017407,30.646445
785,成都锦卉苑,锦翠南路2号 ,0,"104.017416,30.675851",104.017416,30.675851
786,成都中海龙湾半岛,龙腾正街1号/龙腾中路8号 ,21900,"104.017448,30.656160",104.017448,30.65616
787,成都双清南路4号,双清南路4号 ,7702,"104.017552,30.672895",104.017552,30.672895
788,成都省委党校宿舍,光华村街43号 ,0,"104.017685,30.663759",104.017685,30.663759
789,成都双清南路社区,城西府南新区双清南路二三环路之间 ,8373,"104.017813,30.674103",104.017813,30.674103
790,成都双楠融域,栖霞路1号（外双楠农贸市场对面） ,0,"104.017831,30.641722",104.017831,30.641722
791,成都黄忠一期,同和路39号 ,7940,"104.017960,30.685726",104.01796,30.685726
792,成都群康路50号,青羊群康路50号 ,0,"104.018089,30.667358",104.018089,30.667358
793,成都懋园西沿风景,育德路8号 ,0,"104.018142,30.696242",104.018142,30.696242
794,成都财经商住楼,双清南路6号 ,0,"104.018227,30.673668",104.018227,30.673668
795,成都瑞康园,育仁东路19号 ,6891,"104.018500,30.697450",104.0185,30.69745
796,成都战旗小区,双清南路3号 ,0,"104.018548,30.673812",104.018548,30.673812
797,成都杏苑,西二道街35号 ,0,"104.018563,30.678164",104.018563,30.678164
798,成都旅游公司宿舍,通济桥街143号 ,0,"104.018584,30.614119",104.018584,30.614119
799,成都置信逸都花园,二环路西一段 ,0,"104.018639,30.645743",104.018639,30.645743
800,成都双楠回归线,武侯大道双楠段36号 ,0,"104.018979,30.638186",104.018979,30.638186
801,成都电子十所第三生活区,金牛坝路8号 ,7203,"104.019060,30.709276",104.01906,30.709276
802,成都西西里,金牛育仁路128号 ,16945,"104.019274,30.702980",104.019274,30.70298
803,成都群康路49号院,群康路49号 ,7758,"104.019490,30.667000",104.01949,30.667
804,成都置信逸都天乐苑,云影路2号 ,10265,"104.019589,30.646148",104.019589,30.646148
805,成都顺福苑,武侯大道双楠段32号 ,0,"104.019660,30.638556",104.01966,30.638556
806,成都天鹅星座,同友路99号 ,0,"104.019745,30.682803",104.019745,30.682803
807,成都钓鱼台爱丁堡,泸州百子图文化长廊钓鱼台 ,0,"104.019800,30.650012",104.0198,30.650012
808,成都群和路社区,群和路1号 ,0,"104.019940,30.665744",104.01994,30.665744
809,成都双顺路社区,青羊区双顺路 ,0,"104.020019,30.674967",104.020019,30.674967
810,成都群益路2号,群益路2号（二环路外侧） ,7378,"104.020029,30.667651",104.020029,30.667651
811,成都东风渠,华油路175号 ,0,"104.020226,30.763489",104.020226,30.763489
812,成都天邑花园,二环路西一段99号 ,0,"104.020247,30.660272",104.020247,30.660272
813,成都同兴小区,同兴路7号（同兴路与同和路交汇处） ,0,"104.020308,30.686549",104.020308,30.686549
814,成都战旗东路6号院,战旗东路6号 ,7662,"104.020490,30.674855",104.02049,30.674855
815,成都美洲花园,南三环路五段188号 ,14001,"104.020560,30.583040",104.02056,30.58304
816,成都水色时光金牛,黄苑东街15号 ,8485,"104.020599,30.684046",104.020599,30.684046
817,成都水色时光,黄苑街15号 ,0,"104.020599,30.684046",104.020599,30.684046
818,成都西祥公寓,成都市黄苑东街2号 ,0,"104.020636,30.684225",104.020636,30.684225
819,成都西财骏苑,二环路西二段45号 ,0,"104.020684,30.666232",104.020684,30.666232
820,成都双楠美邻,逸都路1号（伊藤洋华堂双楠店对面） ,0,"104.020772,30.644479",104.020772,30.644479
821,成都鸿生花园,同德街9号（成都市青少年宫对面） ,0,"104.020784,30.681741",104.020784,30.681741
822,成都海珀香庭,红牌楼路1号 ,0,"104.020806,30.638333",104.020806,30.638333
823,成都群康路2号院,群康路2号（近西南财大） ,8496,"104.020851,30.667590",104.020851,30.66759
824,成都育苗路12号院,育苗路12号 ,8214,"104.020911,30.699928",104.020911,30.699928
825,成都太平盛世,佳灵路128号 ,0,"104.020946,30.633701",104.020946,30.633701
826,成都金邑志达苑,战旗东路1号 ,0,"104.021076,30.673680",104.021076,30.67368
827,成都思华苑,天乐街2号 ,0,"104.021083,30.647388",104.021083,30.647388
828,成都二环路西一段123号院,二环路西一段123号 ,0,"104.021116,30.660477",104.021116,30.660477
829,成都育苗路10号院,育苗路10号 ,0,"104.021129,30.700461",104.021129,30.700461
830,成都双楠所有阳光,二环路西一段59号 ,8573,"104.021297,30.649914",104.021297,30.649914
831,成都二环路西二段119号院,二环路西二段119号 ,8320,"104.021415,30.675356",104.021415,30.675356
832,成都双楠街61号院,双楠街61号 ,0,"104.021531,30.662734",104.021531,30.662734
833,成都清溪南街7号院,清溪南街7号 ,8062,"104.021592,30.676200",104.021592,30.6762
834,成都育苗路11号,茶店子育苗路20中旁边 ,0,"104.021598,30.699258",104.021598,30.699258
835,成都清溪南街15号院,清溪南街15号 ,7870,"104.021669,30.677397",104.021669,30.677397
836,成都建川商寓,清江东路368号 ,0,"104.021963,30.670590",104.021963,30.67059
837,成都木仁星期八,草堂北支路217号 ,0,"104.022230,30.664520",104.02223,30.66452
838,成都旅游教师宿舍,火车南站西路，旅游教师宿舍 ,0,"104.022235,30.659561",104.022235,30.659561
839,成都皖花小区,二环路西一段 ,0,"104.022301,30.655102",104.022301,30.655102
840,成都云祥远景,永盛东街 ,7094,"104.022349,30.634436",104.022349,30.634436
841,成都微波局宿舍,蜀兴南路3号 ,0,"104.022473,30.687517",104.022473,30.687517
842,成都红牌楼汽配城,高升桥路20号 ,9433,"104.022515,30.632546",104.022515,30.632546
843,成都清溪南街14号院,清溪南街14号 ,0,"104.022572,30.676700",104.022572,30.6767
844,成都清江路小区,青羊区清江路 ,0,"104.022670,30.670370",104.02267,30.67037
845,成都府南新区,清溪南街5号 ,7995,"104.022684,30.678089",104.022684,30.678089
846,成都楠庭理想,红牌楼一街179号 ,0,"104.022697,30.633930",104.022697,30.63393
847,成都香榭名苑,同善桥南街9号 ,0,"104.022766,30.682076",104.022766,30.682076
848,成都西城家园,青羊罗家碾街158号 ,10897,"104.022856,30.674817",104.022856,30.674817
849,成都盛世草堂,二环路西二段10号 ,0,"104.022953,30.666520",104.022953,30.66652
850,成都锦城花园,蜀汉路269号 ,0,"104.022973,30.689199",104.022973,30.689199
851,成都鑫苑锦城花园,温江文化路128号 ,0,"104.022973,30.689199",104.022973,30.689199
852,成都锦城花园二期,羊西线蜀汉路269号 ,0,"104.022973,30.689199",104.022973,30.689199
853,成都清溪西路社区,西北二三环峨眉山大酒店附近 ,7557,"104.022978,30.678494",104.022978,30.678494
854,成都金璐天下Ⅱ峰汇,金牛茶店子西街金牛公园对面 ,0,"104.023110,30.701980",104.02311,30.70198
855,成都育才路27号,茶店子育才路27号 ,0,"104.023209,30.700076",104.023209,30.700076
856,成都育才路小区,育才路5-25号 ,0,"104.023323,30.699121",104.023323,30.699121
857,成都楠村公寓,武侯区二环路西一段（伊藤洋华堂对面） ,0,"104.023396,30.646142",104.023396,30.646142
858,成都和贵馨城,双新路8号 ,14256,"104.023407,30.567907",104.023407,30.567907
859,成都同心苑,同友路9号（同友路与同兴路交汇处） ,0,"104.023424,30.685548",104.023424,30.685548
860,成都广厦街,内双楠广厦街 ,0,"104.023430,30.644827",104.02343,30.644827
861,成都清溪庭院,青羊清溪西路6号 ,9321,"104.023603,30.678716",104.023603,30.678716
862,成都白鹤庭院,长冶路三段161号 ,4199,"104.023603,30.678716",104.023603,30.678716
863,成都29所宿舍,营康西路489号 ,7666,"104.023710,30.693661",104.02371,30.693661
864,成都双楠名城二期,永盛东街3号 ,0,"104.023770,30.638526",104.02377,30.638526
865,成都双楠逸景,外双楠武侯大道双丰中路256号 ,0,"104.023824,30.645283",104.023824,30.645283
866,成都潮蓉花园,同善桥南街6号 ,12270,"104.023878,30.681133",104.023878,30.681133
867,成都悠然雅舍,同善桥横街9号附4 ,0,"104.023886,30.679329",104.023886,30.679329
868,成都富临美丽天城,佳灵路75号 ,0,"104.024040,30.625892",104.02404,30.625892
869,成都双楠谊苑二期,武侯置信北街8号 ,15781,"104.024040,30.647064",104.02404,30.647064
870,成都卡碧蓝湾,安丰路丰收巷288号 ,6112,"104.024209,30.768573",104.024209,30.768573
871,成都西岭路1号院,二环路西二段西岭路1号（车管所旁边） ,8717,"104.024236,30.667472",104.024236,30.667472
872,成都石人西街社区,青羊区石人西街 ,0,"104.024263,30.674651",104.024263,30.674651
873,成都同善桥9号院,同善桥9号 ,0,"104.024321,30.679447",104.024321,30.679447
874,成都攀乐苑,蜀兴西街34号 ,0,"104.024484,30.689913",104.024484,30.689913
875,成都富港花园,置信北街2号 ,0,"104.024545,30.644971",104.024545,30.644971
876,成都交大归谷国际住区,长益西三路259号（武阳大道三段） ,0,"104.024593,30.622688",104.024593,30.622688
877,成都康河郦景三期,少陵路50号 ,0,"104.024667,30.649023",104.024667,30.649023
878,成都九峰国际,佳灵路20号 ,0,"104.024833,30.629990",104.024833,30.62999
879,成都同善桥东街8号,城西青羊区同善桥东街8号 ,0,"104.024894,30.681486",104.024894,30.681486
880,成都石人中巷,石人中巷 ,0,"104.024896,30.675208",104.024896,30.675208
881,成都罗家碾街35号院,罗家碾街35号 ,8358,"104.024910,30.673201",104.02491,30.673201
882,成都同善横街8号院,同善横街8号院 ,0,"104.024956,30.680418",104.024956,30.680418
883,成都西汽国际唯驿,佳灵路53号 ,0,"104.025006,30.626561",104.025006,30.626561
884,成都爱宜苑,鸣翠路5号（鸣翠路与清江东路交界处） ,0,"104.025040,30.669010",104.02504,30.66901
885,成都罗家碾街85号院,罗家碾街85号 ,8842,"104.025084,30.673078",104.025084,30.673078
886,成都西城首峻,金立路9号 ,0,"104.025106,30.710604",104.025106,30.710604
887,成都安蓉路社区,城西2.5环金牛区营康西路一品天下 ,7664,"104.025324,30.696321",104.025324,30.696321
888,成都清江东路358号,清江东路358号 ,0,"104.025363,30.670467",104.025363,30.670467
889,成都熹晓公寓,永盛东街1号 ,0,"104.025418,30.640113",104.025418,30.640113
890,成都石人正街23号院,石人正街23号 ,7837,"104.025558,30.674374",104.025558,30.674374
891,成都石人巷,石人巷 ,0,"104.025636,30.674975",104.025636,30.674975
892,成都华侨城纯水岸208区,华丰路260号 ,17995,"104.025726,30.716798",104.025726,30.716798
893,成都万通金牛新都会,金府路88号 ,0,"104.025773,30.703982",104.025773,30.703982
894,成都西丽苑,蜀汉路162号 ,12015,"104.025788,30.683708",104.025788,30.683708
895,成都核桃小区,长益西三路260号 ,0,"104.026009,30.624067",104.026009,30.624067
896,成都双楠谊苑,武侯置信北街1号 ,14069,"104.026020,30.645421",104.02602,30.645421
897,成都同善街37号院,同善街37号 ,11364,"104.026066,30.683257",104.026066,30.683257
898,成都交大靓典,同善桥横街2号 ,13346,"104.026270,30.679515",104.02627,30.679515
899,成都二环路西一段15号院,二环路西一段15号 ,8416,"104.026300,30.640581",104.0263,30.640581
900,成都花样年华四期,永盛南街6号 ,0,"104.026318,30.638003",104.026318,30.638003
901,成都石人南街18号院,石人南街18号 ,9031,"104.026346,30.673596",104.026346,30.673596
902,成都紫藤花园,紫藤路3号（近大石西路） ,0,"104.026347,30.650003",104.026347,30.650003
903,成都禾正雅居,金牛区蜀汉路51号 ,0,"104.026391,30.684194",104.026391,30.684194
904,成都双楠华苑,双楠路291号 ,0,"104.026423,30.643113",104.026423,30.643113
905,成都日月公寓,蜀汉路152号 ,0,"104.026457,30.684327",104.026457,30.684327
906,成都石竹苑,石人正街2号 ,7734,"104.026549,30.674346",104.026549,30.674346
907,成都清江东路41号院,清江东路41号 ,0,"104.026571,30.668285",104.026571,30.668285
908,成都清溪苑,同善桥东街2号 ,0,"104.026668,30.680635",104.026668,30.680635
909,成都优地A区,佳灵路39号 ,0,"104.026674,30.629542",104.026674,30.629542
910,成都丰苑A栋,永盛南街 ,0,"104.026803,30.638422",104.026803,30.638422
911,成都石人南路1号院,石人南路1号 ,0,"104.026818,30.669843",104.026818,30.669843
912,成都石人西路31号院,石人西路31号 ,7971,"104.026831,30.675163",104.026831,30.675163
913,成都石人南路19号院,石人南路19号 ,8318,"104.026992,30.670823",104.026992,30.670823
914,成都蜀容街12号院,蜀容街12号 ,0,"104.027000,30.688000",104.027,30.688
915,成都文苑路社区,文苑路 ,8312,"104.027048,30.676082",104.027048,30.676082
916,成都华侨城纯水岸,交大立交桥外侧西华大道9号（欢乐谷对面) ,22998,"104.027057,30.716580",104.027057,30.71658
917,成都蓝光云鼎,金牛区蜀兴中街111号 ,0,"104.027072,30.687622",104.027072,30.687622
918,成都金亿蓝苑春,草堂北支路6号 ,0,"104.027190,30.666076",104.02719,30.666076
919,成都蜀馨苑A区,少陵路281号 ,8259,"104.027303,30.647194",104.027303,30.647194
920,成都蜀通街10号院,蜀通街10号 ,8768,"104.027423,30.684060",104.027423,30.68406
921,成都森桦苑,少陵路18号 ,0,"104.027484,30.648539",104.027484,30.648539
922,成都石人南路31号院,石人南路31号 ,8077,"104.027493,30.673169",104.027493,30.673169
923,成都蜀兴苑,蜀蓉路118号 ,0,"104.027529,30.689645",104.027529,30.689645
924,成都锦宏新景观,少陵路28号 ,0,"104.027600,30.649090",104.0276,30.64909
925,成都丰苑,永盛南街5号 ,0,"104.027830,30.636675",104.02783,30.636675
926,成都石人西路8号院,石人西路8号 ,8571,"104.027839,30.675469",104.027839,30.675469
927,成都西城公馆,一品天下大街339号 ,0,"104.027839,30.695345",104.027839,30.695345
928,成都清江南街小区,清江南街1号 ,0,"104.027840,30.666890",104.02784,30.66689
929,成都石人南路32号院,石人南路32号 ,8166,"104.028086,30.671601",104.028086,30.671601
930,成都石人西路11号院,石人西路11号 ,8463,"104.028103,30.674744",104.028103,30.674744
931,成都双楠街129号院,双楠街129号 ,0,"104.028191,30.644347",104.028191,30.644347
932,成都泰基南棠,红牌楼佳灵路6号 ,0,"104.028287,30.635089",104.028287,30.635089
933,成都旭阳国际,武侯二环路西一段8号 ,0,"104.028337,30.639777",104.028337,30.639777
934,成都纳米爱邸,少陵横街5号 ,0,"104.028403,30.649232",104.028403,30.649232
935,成都拉萨成都安居苑,红牌楼董家湾北街8号 ,6080,"104.028428,30.628546",104.028428,30.628546
936,成都优地B区,武侯区佳灵路33号 ,0,"104.028428,30.631747",104.028428,30.631747
937,成都万泉阳光叠苑,安靖镇正义路222号 ,0,"104.028446,30.756355",104.028446,30.756355
938,成都爱家馨城,永盛南街11号 ,0,"104.028448,30.637489",104.028448,30.637489
939,成都西苑公寓,草堂北路13号 ,12845,"104.028530,30.665269",104.02853,30.665269
940,成都荣馨西苑,草堂北支路5号 ,0,"104.028532,30.663511",104.028532,30.663511
941,成都杜甫草堂,青羊浣花南路5号 ,0,"104.028553,30.660076",104.028553,30.660076
942,成都楠贵坊,武侯区长益路92号 ,0,"104.028652,30.626924",104.028652,30.626924
943,成都月光琉域,二环路西一段8号 ,0,"104.028654,30.639734",104.028654,30.639734
944,成都十八中教师宿舍,金罗路4号（18中旁） ,0,"104.028656,30.670749",104.028656,30.670749
945,成都蜀汉路31号院,蜀汉路31号 ,8214,"104.028764,30.683499",104.028764,30.683499
946,成都军干所南苑,草堂北路17号 ,9987,"104.028820,30.666000",104.02882,30.666
947,成都蜀汉路4号院,金牛区蜀汉路4号 ,0,"104.028833,30.682056",104.028833,30.682056
948,成都美墅云间,少陵东街28号 ,8924,"104.028961,30.650724",104.028961,30.650724
949,成都石人南路6号院,石人南路6号 ,7336,"104.029032,30.670707",104.029032,30.670707
950,成都石人东路社区,石人东路 ,0,"104.029061,30.674987",104.029061,30.674987
951,成都艺家二期,蜀汉路欧尚对面 ,9888,"104.029127,30.684726",104.029127,30.684726
952,成都蜀馨苑,双楠街242号 ,0,"104.029134,30.646029",104.029134,30.646029
953,成都红牌楼广场,武侯区佳灵路7号 ,0,"104.029313,30.632749",104.029313,30.632749
954,成都大石西路62号院,武侯区内双楠大石西路62号 ,8184,"104.029476,30.651810",104.029476,30.65181
955,成都阳光心筑,蜀汉路2号（蜀汉路与二环路交汇处） ,0,"104.029599,30.682002",104.029599,30.682002
956,成都牧电路22号院,牧电路22号 ,8357,"104.029608,30.666132",104.029608,30.666132
957,成都府河星城,沙西线258号 ,5082,"104.029650,30.728593",104.02965,30.728593
958,成都市委机关大院,营通巷21-36号 ,0,"104.029739,30.673964",104.029739,30.673964
959,成都少陵路205号,少陵路205号 ,8746,"104.029744,30.647636",104.029744,30.647636
960,成都石人公园边单位宿舍,石人南路 ,0,"104.029758,30.675564",104.029758,30.675564
961,成都红南港MITOWN,二环路西一段5号 ,9914,"104.029778,30.636801",104.029778,30.636801
962,成都双楠街社区,双楠街59号 ,8664,"104.029780,30.642692",104.02978,30.642692
963,成都石人东路11号院,石人东路11号 ,8446,"104.030114,30.674520",104.030114,30.67452
964,成都石人竹苑,大庆路80号 ,7767,"104.030185,30.673409",104.030185,30.673409
965,成都蜀兴东街小区,蜀兴街 ,0,"104.030186,30.685022",104.030186,30.685022
966,成都西景花园,蜀兴东街6号 ,0,"104.030233,30.684126",104.030233,30.684126
967,成都新鸿达电梯公寓,二环路西1段1号 ,0,"104.030258,30.635599",104.030258,30.635599
968,成都鸿达公寓,成都市红牌楼北街12号（东方家园对面，二环路内侧） ,0,"104.030258,30.635599",104.030258,30.635599
969,成都锦汇花园,蜀通路98号 ,0,"104.030287,30.687697",104.030287,30.687697
970,成都双楠街44号院,双楠街44号 ,0,"104.030342,30.642922",104.030342,30.642922
971,成都戎居苑,少陵路安居街88号 ,8074,"104.030569,30.647107",104.030569,30.647107
972,成都双楠兰苑,双楠街188号 ,0,"104.030610,30.643097",104.03061,30.643097
973,成都大石西路60号院,大石西路60号 ,8341,"104.030699,30.651048",104.030699,30.651048
974,成都罗家碾公寓,大庆路98号 ,11741,"104.030771,30.670870",104.030771,30.67087
975,成都西锦花园,花牌坊街 ,0,"104.030771,30.684000",104.030771,30.684
976,成都怡景园,石人东路4号 ,8826,"104.030774,30.675786",104.030774,30.675786
977,成都清江东路39号,清江东路39号 ,0,"104.030915,30.668481",104.030915,30.668481
978,成都优客联邦,武侯二环路南四段69号 ,18113,"104.030975,30.632902",104.030975,30.632902
979,成都磨底河沿街7号院,磨底河沿街7号 ,8379,"104.031114,30.676831",104.031114,30.676831
980,成都雷剑公寓,安居街88号 ,0,"104.031229,30.647111",104.031229,30.647111
981,成都馨宁居二期,蜀兴东街93号 ,0,"104.031278,30.684226",104.031278,30.684226
982,成都欣园,抚琴西路318号 ,0,"104.031315,30.680477",104.031315,30.680477
983,成都欣苑二期,摸底河横街1号 ,0,"104.031315,30.680477",104.031315,30.680477
984,成都牧电路后街13号院,牧电路后街13号 ,8592,"104.031423,30.666294",104.031423,30.666294
985,成都置信丽都花园,丽都路2号/6号/16号/76号 ,0,"104.031721,30.621635",104.031721,30.621635
986,成都双楠花园,广福桥西街1号 ,0,"104.031735,30.641732",104.031735,30.641732
987,成都牧电路小区,牧电路 ,0,"104.031821,30.665910",104.031821,30.66591
988,成都水利院,牧电路17号 ,9037,"104.031912,30.664669",104.031912,30.664669
989,成都广旺大厦,清江东路大庆路成温立交草堂 ,7031,"104.031959,30.668875",104.031959,30.668875
990,成都少陵横街1号院,少陵横街1号 ,0,"104.031971,30.648739",104.031971,30.648739
991,成都时代丽都美语,丽都路16号 ,9057,"104.032026,30.625499",104.032026,30.625499
992,成都电力机械厂宿舍,新马路1号 ,8113,"104.032041,30.629839",104.032041,30.629839
993,成都牧电路后街11号院,牧电路后街11号 ,8954,"104.032052,30.666593",104.032052,30.666593
994,成都抚琴西路238号院,抚琴西路238号 ,7665,"104.032204,30.680148",104.032204,30.680148
995,成都恒森朗晴居,大庆路70号 ,9942,"104.032272,30.671053",104.032272,30.671053
996,成都锦宏嘉华苑,双楠路2号（名都苑对面） ,0,"104.032284,30.645886",104.032284,30.645886
997,成都碧云路,高升桥路武侯广场 ,10181,"104.032305,30.637952",104.032305,30.637952
998,成都名都苑,广福桥双楠路1号 ,0,"104.032391,30.644418",104.032391,30.644418
999,成都红牌楼商业城别墅,红牌楼商业城 ,0,"104.032752,30.635648",104.032752,30.635648
1000,成都牧电路10号院,牧电路10号 ,9821,"104.032777,30.665891",104.032777,30.665891
1001,成都深越西园,子云路194号 ,0,"104.032806,30.700918",104.032806,30.700918
1002,成都百花公寓,双元街175号 ,0,"104.032899,30.648910",104.032899,30.64891
1003,成都双楠万福苑,广福路1号 ,7321,"104.032916,30.643043",104.032916,30.643043
1004,成都蜀营路社区,金沙蜀营路 ,0,"104.032943,30.686662",104.032943,30.686662
1005,成都牧电路13号,牧电路13号 ,0,"104.032996,30.665390",104.032996,30.66539
1006,成都百花西街1号院,百花西街1号 ,8257,"104.033090,30.649824",104.03309,30.649824
1007,成都文化产业学院教师公寓,华阳锦江路四段 ,0,"104.033198,30.515136",104.033198,30.515136
1008,成都锦宏宝润苑,广福路3号（巴黎阳光对面） ,9521,"104.033200,30.642491",104.0332,30.642491
1009,成都燃灯寺西北街36号,燃灯寺西北街36号 ,8317,"104.033366,30.647181",104.033366,30.647181
1010,成都百花福园,百花正街65号 ,0,"104.033367,30.650379",104.033367,30.650379
1011,成都宏达公寓,红牌楼北街14号 ,0,"104.033375,30.634250",104.033375,30.63425
1012,成都富临清江雅居,清江东路122号 ,10086,"104.033426,30.669316",104.033426,30.669316
1013,成都荣兴苑,抚琴西路171号 ,0,"104.033493,30.679895",104.033493,30.679895
1014,成都清江东路31号院,清江东路31号 ,8590,"104.033565,30.667686",104.033565,30.667686
1015,成都牧电路后街社区,西门一环边浣花溪公园旁 ,0,"104.033616,30.666101",104.033616,30.666101
1016,成都蜀营街12号院,蜀营街12号 ,8504,"104.033682,30.685747",104.033682,30.685747
1017,成都牧电路7号院,牧电路7号（牧电路与牧电后街交界处） ,10498,"104.033775,30.666443",104.033775,30.666443
1018,成都浣花居,科联路9号 ,25219,"104.033802,30.652557",104.033802,30.652557
1019,成都佳园,卧龙街63号 ,0,"104.033831,30.679058",104.033831,30.679058
1020,成都康欣苑,牧电路9号 ,0,"104.033974,30.665949",104.033974,30.665949
1021,成都二环路西三段91号院,二环路西三段91号 ,0,"104.034000,30.685100",104.034,30.6851
1022,成都渭水尚苑,龙桥镇渭水社区 ,0,"104.034156,30.802204",104.034156,30.802204
1023,成都营兴街2号院,营兴街2号 ,7962,"104.034278,30.684524",104.034278,30.684524
1024,成都百花正街42号院,百花正街42号 ,9679,"104.034417,30.650057",104.034417,30.650057
1025,成都蓝色雅典,长兰路1号 ,0,"104.034481,30.708146",104.034481,30.708146
1026,成都营通街2号院,营通街2号（抚琴西路附近） ,7916,"104.034489,30.679887",104.034489,30.679887
1027,成都中粮香榭丽都,丽都路1号附333号 ,17823,"104.034520,30.626942",104.03452,30.626942
1028,成都百家雅苑,航空港百家镇百家中学对面 ,4850,"104.034536,30.533987",104.034536,30.533987
1029,成都浣花溪城管局宿舍,西一环路附近 ,0,"104.034550,30.652360",104.03455,30.65236
1030,成都营通街57号院,营通街57号 ,8434,"104.034589,30.682010",104.034589,30.68201
1031,成都茶店子农行宿舍,茶店子东街103号 ,0,"104.034600,30.686800",104.0346,30.6868
1032,成都营通街9号院,抚琴西路营通街9号 ,8931,"104.034629,30.680621",104.034629,30.680621
1033,成都锦昌苑,燃灯寺路56号 ,0,"104.034674,30.644524",104.034674,30.644524
1034,成都中新路17号院,中新路17号 ,9275,"104.034692,30.672022",104.034692,30.672022
1035,成都城市绿洲花园,长庆路1号 ,0,"104.034795,30.705903",104.034795,30.705903
1036,成都城市绿舟,长庆路1号 ,0,"104.034795,30.705903",104.034795,30.705903
1037,成都花样年华风华庭,广福桥北街8号 ,0,"104.034802,30.642175",104.034802,30.642175
1038,成都营通街8号院,抚琴营通街8号 ,8889,"104.034900,30.680484",104.0349,30.680484
1039,成都添馨苑,红牌楼北街18号 ,0,"104.034927,30.633793",104.034927,30.633793
1040,成都双祥社区,大源北一街25号 ,0,"104.034980,30.557284",104.03498,30.557284
1041,成都金琴路14号,金琴路14号 ,9145,"104.035059,30.677062",104.035059,30.677062
1042,成都三和花园,同和路9号（一品天下附近） ,0,"104.035062,30.592673",104.035062,30.592673
1043,成都三和汇龙金港,新建路1路（平安桥头） ,0,"104.035062,30.592673",104.035062,30.592673
1044,成都外化成小区,二环路西三段80号 ,0,"104.035095,30.688431",104.035095,30.688431
1045,成都成勘院,华油路175号 ,0,"104.035264,30.666181",104.035264,30.666181
1046,成都水岸汇景,金房苑横街106号 ,0,"104.035279,30.695783",104.035279,30.695783
1047,成都肖家河南三巷小区,肖家河南三巷 ,0,"104.035338,30.678452",104.035338,30.678452
1048,成都浣花南路218号,浣花南路218号 ,12188,"104.035424,30.659366",104.035424,30.659366
1049,成都营通街67号,营通街67号 ,0,"104.035463,30.682869",104.035463,30.682869
1050,成都巷上生活馆,广福桥正街28号 ,0,"104.035609,30.642981",104.035609,30.642981
1051,成都长庆路,九里堤公交站旁长庆路 ,7688,"104.035626,30.705229",104.035626,30.705229
1052,成都鸿泰明园,正义路355号 ,0,"104.035677,30.747983",104.035677,30.747983
1053,成都高升小区,广福桥街32号 ,0,"104.035718,30.638107",104.035718,30.638107
1054,成都营兴街小区,营兴街2号 ,0,"104.035733,30.683209",104.035733,30.683209
1055,成都中亚大厦,高升桥22号 ,0,"104.035761,30.639485",104.035761,30.639485
1056,成都人民商场宿舍,营通街16号 ,0,"104.035764,30.682143",104.035764,30.682143
1057,成都人商宿舍,营通街16号 ,0,"104.035764,30.682143",104.035764,30.682143
1058,成都草堂东路65号院,草堂东路65号 ,10427,"104.035766,30.657342",104.035766,30.657342
1059,成都丽鑫苑,红牌楼北街26号 ,0,"104.035781,30.632947",104.035781,30.632947
1060,成都左邻右舍,红牌楼北街13号 ,0,"104.035875,30.635321",104.035875,30.635321
1061,成都中医附院教师宿舍,市中心中医附院附件百寿路 ,0,"104.035967,30.670611",104.035967,30.670611
1062,成都肖家河公寓,肖家河街 ,0,"104.035981,30.636346",104.035981,30.636346
1063,成都浣花逸景别墅,浣花北路9号 ,10851,"104.036119,30.662993",104.036119,30.662993
1064,成都恒宾园,大石西路18号 ,21872,"104.036135,30.651573",104.036135,30.651573
1065,成都四季花城,高升桥路南一段16号 ,0,"104.036175,30.640843",104.036175,30.640843
1066,成都恒和华园,长庆西一路2号 ,0,"104.036220,30.706893",104.03622,30.706893
1067,成都营和街62号院,营和街62号 ,7462,"104.036279,30.682554",104.036279,30.682554
1068,成都蜀锦厂宿舍,望仙场街37号 ,0,"104.036697,30.655690",104.036697,30.65569
1069,成都营通巷2号院,营通巷2号（营通巷与金琴路交汇处） ,8179,"104.036810,30.679890",104.03681,30.67989
1070,成都营和街9号院,抚琴社区营和街9号 ,8115,"104.036817,30.681651",104.036817,30.681651
1071,成都文华路12号院,文华路12号 ,8676,"104.036920,30.673121",104.03692,30.673121
1072,成都菊乐路小区,菊乐路（检察院旁） ,8648,"104.036960,30.646704",104.03696,30.646704
1073,成都六月花苑别墅,望仙场街39号 ,15716,"104.037023,30.655221",104.037023,30.655221
1074,成都檀香山,二环路南四段19号 ,10894,"104.037119,30.628002",104.037119,30.628002
1075,成都二环西三段181号院,二环西三段181号 ,0,"104.037180,30.686649",104.03718,30.686649
1076,成都青羊上街185号院,青羊上街185号 ,36640,"104.037188,30.660488",104.037188,30.660488
1077,成都浣花北路8号院,青羊区浣花北路8号 ,8731,"104.037240,30.665436",104.03724,30.665436
1078,成都花样年华,七道堰街36号 ,9243,"104.037305,30.641927",104.037305,30.641927
1079,成都省医院宿舍,清江东路5号 ,0,"104.037312,30.671387",104.037312,30.671387
1080,成都金府旺角,金府路669号 ,0,"104.037330,30.716071",104.03733,30.716071
1081,成都大石南路39号院,大石南路39号 ,8211,"104.037360,30.650330",104.03736,30.65033
