name,place,price
成都春秋名邸,建材路460号 ,9013
成都保利郁金香谷,新都蜀龙大道1980号 ,14164
成都燕莎庭院,金泽路28号 ,0
成都兴元花园,金牛金鱼街7号 ,13955
成都添馨苑,红牌楼北街18号 ,0
成都清江之春,金辉路51号 ,0
成都恒和华园,长庆西一路2号 ,0
成都第一园,蓉北商贸大道278号 ,6892
成都东润理想居,净居寺南街203号 ,0
成都清华逸景,石家碾中路139号 ,0
成都青城壹号南屿,滨河路(青城大道与江安河交汇处) ,7514
成都朋城·远界,彭州行政中心北侧 ,0
成都和信水沐天城,兴乐南路1号 ,4921
成都中铁瑞景茗城,郫县杜鹃路468号(新城行政中心旁) ,9018
成都万科五龙山,三河街道龙秀路89号五龙山公园内 ,11955
成都富诗特,双星大道(武青路)与光华大道交界处 ,14097
成都幸福公社,大邑县青霞镇 ,5544
成都香木林新城,瑞联路171号 ,8694
成都万和苑,八宝街1号（八宝街与万和路交界处） ,0
成都世纪金沙二期,蜀辉路230号 ,9587
成都怡景园,石人东路4号 ,8826
成都富豪时代,迎春路三段158号 ,6317
成都东珠美地,东马道街19号 ,0
成都碧水馨居,柳城新南路218号 ,0
成都香颂岛,花香街222号 ,0
成都天鹅星座,同友路99号 ,0
成都复地雍湖湾,德赛二街88号（益州大道路口） ,24741
成都芙蓉古城,芙蓉路333号 ,7568
成都大陆紫云金沙,清江西路288号 ,0
成都新界二期,太平园横二街65号 ,0
成都神仙树大院三期,紫荆西路6号 ,11973
成都柳城阳光,德通桥路233号 ,0
成都麓山国际社区茵特拉肯,麓山大道二段6号 ,8397
成都阳光华庭,双华大道33号 ,9977
成都东骏湖景湾,马超东路555号（川音旁） ,6710
成都绿野天城,静居寺路22号 ,0
成都芙蓉古城大宅门紫宵园,开金路669号 ,8420
成都金象花园,晨辉东路2号 ,0
成都聚贤半岛,金牛九里堤北路8号 ,0
成都天盛壹中心,北大街88号 ,0
成都欧波罗,九里堤中路219号 ,0
成都麓山国际香怡林,麓山大道二段6号 ,24927
成都书香门第,西体北路2号(五丁桥附近) ,0
成都中华名园,武侯大道三环路内 ,18496
成都伊顿社区,胜利村106号 ,0
成都神仙树大院二期,紫荆西路2号 ,13114
成都SOLO,东风路北一巷11号 ,0
成都鹭湖宫,万春镇江安河畔 ,8179
成都紫竹苑,紫荆东路96号 ,0
成都楠贵坊,武侯区长益路92号 ,0
成都香槟广场,东大街97号 ,0
成都双城,花牌坊街8号 ,0
成都石人巷,石人巷 ,0
成都枣子巷15号院,青羊枣子巷15号 ,15672
成都棕南树荫公寓,棕南正街6号 ,15778
成都肿瘤医院宿舍,长寿路１号 ,12972
成都紫荆春天,元华一巷6号 ,0
成都足球假日公寓,阳光城锦宏大道1号 ,0
成都驿村苑小区,新驿村60号 ,4714
成都怡福巷80号,二环路东一段刃具立交桥旁 ,0
成都银杏春天,东大街324号附1号 ,0
成都武成大街113号院,武成大街113号 ,0
成都兰卡威,二环外侧走马河畔（安达路） ,4089
成都中铁堰澜山,三道堰一堰路 ,4398
成都如意人家,二环路南三段38号 ,17272
成都普罗旺斯,蜀跃路6号（茶店子客运站附近） ,9367
成都祥和里小区,祥和里229号 ,0
成都香榭名苑,同善桥南街9号 ,0
成都三利宅院二期,中和大道一段98号 ,0
成都千禧花园,九里堤西路3号 ,0
成都交大智能一期,群星路7号（临西安路） ,0
成都锦西国际,圃园北路1号 ,0
成都锦卉苑,锦翠南路2号 ,0
成都布鲁汀,武科东路16号 ,0
成都金沙路小区,金沙路13-129号 ,11173
成都华都星公馆二期,武清南路6号 ,0
成都花样年华常青藤,洪玉路245号 ,0
成都新阳光健康家园,苏坡东路7号 ,0
成都天府长城丽日清风,天长路6号（天长路与天久北巷交汇处） ,10068
成都绿地圣路易名邸,武侯大道铁佛段金履三路288号 ,0
成都景顺山水间,玉堂镇三台村 ,5281
成都东方威尼斯,郫县三道堰一堰路水景街 ,3603
成都人居都市阳光,航空路西段68号 ,5531
成都上东一号,成华区东昌路55号 ,13096
成都艺锦湾,北泉路1068号（世纪广场背后） ,7783
成都新都国际广场,育英路333号 ,4643
成都中粮香榭丽都,丽都路1号附333号 ,17823
成都寿安·银城,寿安 ,0
成都万邦文景名苑,花源镇花源大道中段 ,0
成都沙湾东一路8号,沙湾东一路8号附1号 ,0
成都恺信时代天城,天府大道南段1399号 ,0
成都上林西江国际社区,崇州市滨河路北二段1号 ,5532
成都润扬金沙雅苑,黄苑街7号 ,0
成都七彩花都,锦泉街55号 ,9793
成都风华苑,新光路7号 ,15682
成都九峰国际,佳灵路20号 ,0
成都春天花园,百卉路12号 ,0
成都阳光金沙,同怡路15号 ,0
成都榕苑,武科东四路1号 ,0
成都融城后街社区,紫瑞大道218号 ,9227
成都兰桥尚舍,天府大道南段651号 ,18012
成都锦江城市花园三期,喜树街668号 ,6757
成都长信公寓,芳华街24号 ,12452
成都正成沙河明珠,双庆路163号 ,9230
成都东湖国际,琉璃路299号 ,0
成都三和花园,同和路9号（一品天下附近） ,0
成都幸福时光(金牛),星汉路3号 ,8713
成都翰林南城,长江路二段5号 ,11572
成都交大靓典,同善桥横街2号 ,13346
成都花溪谷,人和路3号 ,0
成都状元府邸公寓,新都新都清源路66号 ,0
成都幸福枫景,蜀明东路3号 ,0
成都西财骏苑,二环路西二段45号 ,0
成都外化成小区,二环路西三段80号 ,0
成都盛锦华庭,小天东街3号 ,0
成都快乐空间,双锦路51号 ,0
成都江郊庭苑,光华大道瑞新路东坡北二路46号 ,20478
成都佳美花园,星汉路7号（星河路与星汉路交汇处） ,0
成都华都星公馆,武青南路10号（与武青东二路交口） ,0
成都德坤竹韵坊,万春路382号 ,0
成都南辰景秀,科华南路3号 ,0
成都凯悦新城,一环路南一段9号 ,0
成都锦江帆影,中和镇化龙村15社 ,0
成都锦汇花园,蜀通路98号 ,0
成都德意馨苑,蜀汉路532号 ,0
成都文苑路社区,文苑路 ,8312
成都菊乐路小区,菊乐路（检察院旁） ,8648
成都星辰苑,一环路北三段92号 ,0
成都交大路小区,交大路 ,0
成都人民南路三段24号院,人民南路三段24号 ,0
成都瑞临锦苑,龙泉北路238号 ,4361
成都绿杨涧,杨柳西路北段138号 ,0
成都阳光印象,幸福路39号 ,0
成都天府长城,天顺路222号 ,0
成都府青路二段18号,府青路二段18号沙河新城旁 ,0
成都时代丽都美语,丽都路16号 ,9057
成都胜地金芙蓉,开金路188号 ,7181
成都青城阳光,大三路79号 ,0
成都盘谷花园,人民南路四段21号 ,0
成都交大花园武侯小区,晋吉南路22号 ,0
成都锦官城,武侯祠大街180号附30号 ,0
成都蜀源国都,望丛西路75号 ,3722
成都柳岸银洲,天府街办龙堰村一组（杨柳河东路南段与南江路交界处） ,0
成都卡碧蓝湾,安丰路丰收巷288号 ,6112
成都金府国际,金府路777号 ,8633
成都优博国际,武侯大道铁佛段1号 ,0
成都华侨凤凰国际城,望丛西路299号 ,7698
成都中信未来城,南区文信路199号、北区文信路200号 ,7585
成都美山居,一环国堰宾馆对面灵岩山旁 ,5514
成都东光小区,锦华路一段275号 ,0
成都北回归线,西林路69号 ,13834
成都西江月,金粮路599号 ,13359
成都溢阳绿城,置信西路57号 ,0
成都西岸蒂景,西大街88号 ,0
成都天地芳苑,金牛区星辰路58号 ,0
成都人和逸景,营门口路188号 ,0
成都新鸿二区,新鸿南路86号 ,0
成都西沙美景,二环路北一段68号 ,0
成都上海东韵,静居寺路64号（龙舟路小学对面） ,0
成都明苑公寓,金沙路16号 ,13173
成都金沙西园三期,金阳路112号 ,0
成都上行东方,文德路50号 ,0
成都名人国际公寓,曹家巷57号 ,0
成都明康华庭阳光,德阳市经济技术开发区广场南侧 ,0
成都龙博御景,西河大道330号 ,0
成都朗御,大慈寺1号（东大街与府河交汇处） ,0
成都龙华阳光,大华街10号 ,15438
成都爵领欧城,蜀龙大道三河场口（保利公园198旁） ,5381
成都协慧国际新城南地标,站华路旁 ,0
成都金象嘉苑,晨辉北路8号 ,0
成都富临清江雅居,清江东路122号 ,10086
成都东方虹,锦绣路176号 ,0
成都正成名城左岸,郫县红佳东路6号 ,8099
成都鸿生花园,同德街9号（成都市青少年宫对面） ,0
成都金林大城小室,清江中路10号 ,0
成都春江·青龙湾,春江路（成都电力学院旁） ,0
成都边城水恋,滨江路北段128号 ,0
成都香域中央,北部新城蜀龙大道中段333号 ,4379
成都星辉中路6号院,星辉中路6号 ,9040
成都杰座,长益路5号（丽都路旁） ,0
成都锦隆时代,万和路100号 ,9006
成都经典嘉苑,神仙树北路9号 ,0
成都金强柳浪湾,柳南一路93号 ,3839
成都锦城花园,蜀汉路269号 ,0
成都华美居,二环路西一段置信路 ,17587
成都回龙湾,熊猫基地旁蜀龙路口（三环路外3000米） ,4780
成都抚琴西路238号院,抚琴西路238号 ,7665
成都上东家园,经天东路129号 ,0
成都锦宏丽景花园,文翁路5号（彩虹小学附近） ,8659
成都交大智能四期,星河路89号 ,15564
成都锦都馨苑,文德路44号（新88号） ,8620
成都金冠华庭,新园路181号 ,4816
成都锦上花,大川巷8号 ,0
成都宏信南樾,人南沿线与麓山大道交汇处 ,13182
成都弘民美食城,双流双流县新车站对面 ,0
成都磨底河沿街7号院,磨底河沿街7号 ,8379
成都正成翡翠琉璃,经天西路17号 ,6864
成都神仙树馨苑,新乐中街277号 ,0
成都双楠名城二期,永盛东街3号 ,0
成都科甲大厦,正科甲巷48号 ,0
成都欧城,桐梓林南路7号 ,0
成都嘉逸花园,双锦路9号（西南财经大学北门对面） ,0
成都花样年美年广场,高新区高新区天府大道中段1388号 ,0
成都浣花南路218号,浣花南路218号 ,12188
成都铂金城,青羊青龙街27号 ,0
成都千和银杏,蜀明东路6号 ,0
成都懋园西沿风景,育德路8号 ,0
成都金都苑,赛云台西一路47号 ,0
成都金域香洲,柳城大道东段46号 ,5003
成都正成艺墅洋房,导航路910号 ,6526
成都天祥街社区,成华望平街118号 ,12251
成都香榭里,交大路188号 ,0
成都文家巷16号,文家巷16号西门车站附近 ,0
成都维也纳花园,马超东路2号 ,4546
成都天府香城,蜀龙大道中段1030号 ,4731
成都生态苑,航天路169号 ,0
成都石人东路社区,石人东路 ,0
成都棕苑巷,科华北路，好又多，川大西门对面 ,0
成都桃园柳岸,望丛西路261号 ,4570
成都紫光兴城,温泉大道155号 ,0
成都翡翠城,华润路1号（东湖国际旁边） ,12601
成都观澜东山,燃灯寺南路538号 ,5375
成都棕南苑,科华北路151号 ,0
成都誉峰,南沿线228号 ,28469
成都芳草苑,玉林西路143号 ,0
成都万科西岭别墅,迎宾大道金卉路133号 ,0
成都泰逸家园,沙堰西一街25号 ,0
成都万通金牛新都会,金府路88号 ,0
成都上东花园,经天路32号 ,0
成都朝发苑,双桥路274号 ,0
成都齐力光华岁月,东坡西一路101号 ,17806
成都汉嘉国际社区,马超东路518号 ,5830
成都欣宇都市港湾,华阳镇协和上街229号 ,13932
成都东方新城,锦江海椒市街4号 ,15900
成都世茂花香首府,成龙大道二段公园大道（新建路） ,0
成都倍特科技苑,芳草西一街2号 ,12558
成都蜀馨苑A区,少陵路281号 ,8259
成都布坝子小区,猛追湾布坝子小区 ,0
成都百草园,双清南路3号 ,0
成都景尚景,郫县景尚景街28号 ,5219
成都西景花园,蜀兴东街6号 ,0
成都馨宁居二期,蜀兴东街93号 ,0
成都万家华庭,新南路306号 ,0
成都水云花都,藏卫路北二段 ,8767
成都锦花苑,锦翠南路1号 ,0
成都星河名都,滨江东路168号 ,0
成都万年茗居,万年路30号 ,0
成都廊桥乐章,老马路18号 ,0
成都东晖花园,桃蹊路108号 ,13194
成都金竹苑,元通一巷 ,12078
成都金沙芙蓉苑,金鹏街50号 ,0
成都文星花园,川大路三段266号 ,0
成都恒大金碧天下,成都牧马后山 ,7673
成都沙河丽景,跳蹬河南路7号 ,16613
成都战旗东路6号院,战旗东路6号 ,7662
成都芙蓉名城,新都清源路66号 ,8263
成都西府少城,小南街109号 ,0
成都天韵金沙,金阳路30号 ,0
成都金沙园三期,金凤路9号（青羊区金沙菜市场旁） ,0
成都天涯庭苑,天涯石北街20号 ,0
成都风尚宜居,芳沁街36号 ,0
成都大地新光华,光华村街50号 ,0
成都锦江新园,致民路36号 ,0
成都好莱坞广场,二环路南三段18号 ,6780
成都江南房子,柳城大道西段238号 ,0
成都西郡兰庭,犀埔镇校园路129号 ,0
成都玉园清水湾,瑞联路189号 ,12499
成都沙河北岸,双荆路8号 ,10692
成都宗申流溪别院,白河路二段99号 ,5765
成都万科加州湾,二环路北一段10号 ,0
成都芙华新大陆,洞子口路819号 ,0
成都时代尊邸,东大街芷泉段88号 ,15064
成都麓山国际,双流县成都市人民南路南延线麓山大道二段六号 ,22557
成都正黄上岭,丝竹路89号 ,0
成都颐和京都,培风路276号 ,6934
成都蓝光紫檀山,春江南路1688号 ,6356
成都原乡别墅,华阳迎宾大道 ,0
成都万科金色海蓉,高攀路26号 ,28242
成都西锦国际,花牌坊北街88号（花牌坊街与一环路交汇处） ,0
成都金林俊景,武阳大道338号 ,0
成都月光琉域,二环路西一段8号 ,0
成都芳草地,桐梓林中路1号 ,0
成都生活立方,贝森南路8号 ,0
成都金色鱼凫,柳林路158号 ,0
成都维也纳森林别墅,牧马山四川国际高尔夫俱乐部旁 ,0
成都东立光华杏林,同辉南路256号 ,6583
成都塞纳河畔,光华大道1969号 ,4957
成都海珀香庭,红牌楼路1号 ,0
成都中环西岸观邸,金牛区金瑞路118号 ,0
成都紫东佳苑,藏卫北路一段67号 ,5375
成都翡翠城一期,华润路1号 ,29576
成都双楠融域,栖霞路1号（外双楠农贸市场对面） ,0
成都康品,抚琴西路89号 ,9957
成都纳米爱邸,少陵横街5号 ,0
成都金巴黎,幸福大道二段5号 ,0
成都中航云岭高尔夫别墅,云岭路（牧马山四川国际高尔夫球场附近） ,10442
成都双楠回归线,武侯大道双楠段36号 ,0
成都牧马山易城,牧山路二段12号 ,11034
成都中海金沙府,蜀辉路318号（黄苑街与蜀辉路交汇处） ,0
成都远大都市风景一期,天府大道南段325号 ,0
成都沙河新城,府青路二段18号新1号 ,15729
成都金地贝福里花园,桐梓林中路6号 ,0
成都红树湾,中和大道69号（三利宅院对面） ,0
成都万科金色家园,前锋路1号 ,16942
成都檀香山,二环路南四段19号 ,10894
成都水木光华,青羊大道16号 ,0
成都南阳盛世,广都上街138号 ,13684
成都麓山国际圆石滩,麓山大道二段6号 ,0
成都瑞升花园,芳草街36号 ,14364
成都曼哈顿一期,人民南路四段49号 ,0
成都汇景樱桃季,双安南巷1号 ,0
成都华置西锦城,迎宾大道165号 ,19846
成都万科金域西岭,金牛金耀璐158号 ,0
成都比华利国际城,佳宏路220号 ,19847
成都中海翠屏湾,泰和二街333号 ,0
成都中铁奥维尔,郫筒镇西梨路 ,10832
成都中国银行宿舍,大南街 ,0
成都中平苑,郫县三道堰中平村 ,0
成都中学路小区,中学路15号 ,0
成都棕苑巷11号院,武侯区棕苑巷11号 ,8204
成都棕南正街2号,棕南正街2号 ,0
成都棕树商住楼,二环路南一段5号 ,0
成都中森光华1号,光华大道南侧仁和路758号（花博会址斜对面） ,11110
成都中沙河铺36号院,中沙河铺36号 ,7551
成都竹林公寓,郭家桥北街5号 ,0
成都中铁汉嘉御景,蜀州南路180号 ,0
成都专家别墅,斑竹园镇 ,0
成都正好花园,东珠市街18号 ,10245
成都智业商寓,沙湾东一路7号 ,0
成都针织厂宿舍,新鸿路414号 ,0
成都中电大厦,学道街81号 ,0
成都紫阳花园,富阳一街43号 ,0
成都棕庭苑,柳城大道西段111号 ,0
成都凯瑞花都,营康路63号 ,0
成都芳草街小区,芳草街4号新2号-47号 ,0
成都远大都市风景二期,天府大道南段325号 ,0
成都太平盛世,佳灵路128号 ,0
成都天府原里,海科路东段688号 ,4142
成都蜀风花园城,金沙遗址路8号 ,20747
成都丽景华庭一期,龙腾中路3号 ,9436
成都资溪花园,资阳市雁江区骏兴路 ,0
成都资阳南苑公寓,资阳市雁江区南苑街 ,0
成都资阳恒信花园,资阳市新城路 ,0
成都资阳阳光水岸,资阳市滨江大道 ,0
成都正合梦想和居,宜宾高峰路 ,0
成都紫荆西苑,泸州钓鱼台路 ,0
成都中医院家属区,南大街293号 ,4413
成都紫东人家,藏卫路与紫东街交界处 ,5566
成都紫云轩,龙泉永双街8号 ,6201
成都棕树北路11号,棕树北路11号 ,0
成都中铁五局宿舍,群星路1号 ,0
成都中天商厦,金仙桥路1号 ,0
成都中亚大厦,高升桥22号 ,0
成都紫光苑,紫东正街54号 ,0
成都棕南俊园,科华北路64号 ,6722
成都作协宿舍,大慈寺30号 ,0
成都中央花园六期,晋吉北路132号 ,6088
成都中铁新城,沙湾路一环旁易初莲花 ,0
成都中测院宿舍,内一环玉双路新华公园附近 ,0
成都中医附院教师宿舍,市中心中医附院附件百寿路 ,0
成都紫东苑,东大街紫东楼段156号 ,0
成都棕港公寓,二环路南二段29号 ,9714
成都战旗乡村别墅,唐昌镇战旗村 ,1981
成都竹园小区,武侯区红牌楼佳灵路35号 ,8290
成都中行家属院,南浦路31号 ,6016
成都正大家园,华阳大道二段178号 ,0
成都正成醉双楠,红牌楼街道办事处双楠村十组 ,0
成都正成星光大道,双星大道北段21号 ,5360
成都智业世纪加州,沙湾东二路1号 ,0
成都战旗小区,双清南路3号 ,0
成都展瑞君悦华庭,大邑大道266号 ,0
成都指南针大厦,双林路1号 ,0
成都珠江逸景天生墅,青城山 ,7977
成都众合天成,新都区天回镇 ,0
成都紫金花园,西林四街35号 ,0
成都竹韵新馆,宝光大道南段111号 ,4263
成都总部聚落,金牛蜀汉大道（西延线）与金科路交汇处 ,0
成都左岸半岛,眉山三苏路65号（东坡区委旁） ,0
成都左岸尚舍,人南延线 ,0
成都棕北国际佳园,锦绣路33号 ,0
成都昭艺绿韵全景,一环路西三段营门口路4号 ,12437
成都紫薇快乐港,玉双大道 ,0
成都紫薇银座,正科甲巷17号 ,0
成都钻石景翔苑,犀浦路70号 ,0
成都芝华室,染靛街41--59号（老南门大桥旁） ,0
成都置信逸都花园,二环路西一段 ,0
成都怡和名苑,城西怡和名苑 ,0
成都永和苑,二江路二段121号 ,4557
成都雁南小区,资阳市雁江区雁南街 ,0
成都怡和小区,九里堤中路52号 ,0
成都印月大家,成都市草金路永康森林公园内 ,4255
成都雅翠阁,创业南街10号 ,5165
成都云龙公寓,云龙路111号 ,0
成都阳晨大厦,洗面桥横街6号 ,0
成都云天化宿舍,大石西一街32号 ,6823
成都怡合苑二期,建材路128号 ,5194
成都雅兰苑,棕南西街4号 ,0
成都印象田园,郫县友爱镇释迦桥 ,0
成都育苗路12号院,育苗路12号 ,8214
成都悦谷青城,青城山沙坪村一组 ,0
成都雅兴苑,黄金东二路99号 ,0
成都映月花园,金江路32号 ,0
成都油建新区,华阳大道二段135号 ,0
成都园丁苑,红玲路43号 ,4882
成都御廷上郡,中和大道三段189号 ,0
成都银丰园,银丰园街1号 ,0
成都一环路西二段社区,一环路西二段 ,0
成都银桂园,朝阳路343号 ,6065
成都云凌花乡,郫县新民镇 ,3686
成都元通二巷6号院,元通二巷6号 ,7543
成都永丰路1号院,永丰路1号（雅乐大酒店旁） ,8511
成都远大林语城,双楠大道中段（时代奥特莱斯旁） ,13859
成都英伦金沙,清水滨河路99号（苏坡立交旁） ,0
成都银沙路134号院,银沙路134号 ,8481
成都怡瑞苑,华阳大道四段195号 ,0
成都玉寿巷5号院,玉洁西街玉寿巷5号 ,9082
成都营通街181号院,营通街181号 ,7981
成都悦水蓝山,温江区蓉台大道 ,0
成都怡合苑一期,永兴街2号（龙泉） ,4412
成都营通巷2号院,营通巷2号（营通巷与金琴路交汇处） ,8179
成都悠然雅舍,同善桥横街9号附4 ,0
成都营门商厦,二环路北一段241号 ,0
成都银沙正街41号院,银沙正街41号 ,9274
成都银沙正街小区,银沙正街2-68号 ,12494
成都永丰路3号院,永丰路3号（永丰立交附近） ,8806
成都御园公寓,青羊  八宝街 ,0
成都雅仕苑,龙王庙正街8号 ,0
成都云祥公寓,长天路２号 ,0
成都银河北街2号院,银河北街2号 ,0
成都银沙正街39号院,银沙正街39号 ,9217
成都玉林九巷4号院,城南玉林一二环之间 ,9081
成都裕鑫苑,磨子巷10号 ,0
成都阳光心筑,蜀汉路2号（蜀汉路与二环路交汇处） ,0
成都阳光宿舍,靠近火车南站 ,0
成都营通街8号院,抚琴营通街8号 ,8889
成都银沙正街13号,银沙正街13号 ,0
成都一环路南三段11号院,一环路南三段11号 ,8746
成都邮电教师宿舍,静康路534号 ,7506
成都怡风花园,南延线天府大道 ,0
成都阳光新城,阳光路63号 ,2459
成都玉林玉通巷8号院,玉通巷8号 ,0
成都一环路南三段55号院,一环路南三段55号 ,0
成都营通街9号院,抚琴西路营通街9号 ,8931
成都烟草大厦,一环外侧清江花园旁 ,0
成都一环路西三段23号院,一环路西三段23号 ,8890
成都玉通巷4号社区,玉林玉通巷 ,0
成都永康森林别墅,三环路外永康公园附近 ,0
成都堰上芙蓉印象,三道堰镇水乡街 ,7215
成都映泉美居,华逸路49号 ,0
成都玉居安6号院,玉居安6号 ,0
成都营通街57号院,营通街57号 ,8434
成都玉寿苑,玉寿巷1号（玉洁西街与玉寿苑交界处） ,0
成都玉苑公寓,玉洁巷2号 ,10143
成都育才路27号,茶店子育才路27号 ,0
成都永丰路11号小区,永丰路11号 ,0
成都营和街62号院,营和街62号 ,7462
成都怡家,鹃兴路222号 ,4223
成都营通街2号院,营通街2号（抚琴西路附近） ,7916
成都营兴街小区,营兴街2号 ,0
成都银沙横街15号,银沙横街15号 ,0
成都营通街67号,营通街67号 ,0
成都育婴堂街28号院,育婴堂街28号 ,8838
成都玉林正街5号院,玉林正街5号 ,8684
成都玉泉南苑,玉泉街27号 ,0
成都玉林八巷社区,玉林八巷2号 ,9393
成都育苗路11号,茶店子育苗路20中旁边 ,0
成都育婴堂街26号院,育婴堂街26号 ,10141
成都银丝街社区,银丝街5号（文殊院附近） ,8646
成都永陵路29号院,永陵路29号 ,9263
成都盐业局宿舍,十五中街3号 ,0
成都愿景春之雪,杨祠街67号 ,3616
成都育苗路10号院,育苗路10号 ,0
成都玉林六巷6号院,玉林六巷6号 ,8890
成都油篓街35号院,油篓街35号 ,0
成都祥郡,德通桥路269号 ,0
成都园丁花园,东三环四段大观立交桥外侧桃花源别墅区内 ,6853
成都银杏苑,建设路43号 ,0
成都沿海丽水印象,二环与翔凤路交汇处 ,4841
成都云星锦城,双桥路199号 ,0
成都玉树新村,南河南岸（原面粉厂） ,1984
成都一品江山,龙门中路40号 ,0
成都友谊花园,南熏大道二段582号 ,0
成都邮电学校教师宿舍,静康路534号 ,12317
成都永兴苑,净居寺南街135号 ,8315
成都愿景水涟漪,滨河路西江河畔 ,3689
成都邑都望府,潘家街三段（新城医院附近） ,0
成都邑都上城,晋原镇大邑大道 ,5035
成都犀浦乐苑,乐园后街63号 ,5807
成都新城风情,五洞桥北路一段189 ,5514
成都新蓉小区,成都市一环路南四段附近 ,0
成都溪畔林居,中国沙西线唐元镇 ,4769
成都鑫华苑,黄金路228号 ,0
成都新光华园,新光路68号 ,0
成都新三鑫苑,臧卫路北四段15号 ,3918
成都新康公寓,新能巷2号 ,0
成都鑫福佳苑,双流县中和街道公济桥路137号 ,6489
成都鹰冠庄园,忠诚路180号（龙泉体育城旁） ,8836
成都园首山庄一期,苏坡桥苏坡中路48号 ,0
成都阳光雅舍,玉龙二街 ,6500
成都逸翠园,新城区光华大道毗邻花博会场馆 ,48570
成都阳光商务公寓,营门口39号 ,0
成都阳城云尚,浆洗街10号 ,9510
成都银都领地,绵阳市科创园科技路人工湖畔 ,0
成都玉林新天地,玉林小区芳草街6号（王府花园大门侧） ,0
成都向阳二期,华新中街 ,0
成都西村人家,皇城堰街9号 ,5578
成都新民公寓,成都市双流县枇杷巷56号 ,0
成都兴元华府,双星大道培丰村6组 ,0
成都兴城清风晓筑,迎晖路147号（温江人民商场旁） ,0
成都祥和佳苑,郫县望丛东路581号 ,4264
成都欣雨苑,华阳富民路二段 ,4834
成都兴禅寺街12号院,兴禅寺街12号 ,8151
成都祥和苑(九里堤),九里堤南路8号 ,8461
成都西江苑,成都市西大街454 ,3840
成都西街上,庆丰街85号 ,0
成都西林豫府,致顺路500号 ,0
成都行政学院宿舍,光华村街 ,7270
成都西安中路60号院,西安中路60号 ,0
成都阳光世界,阳光城幸福大道 ,0
成都钰诚花园,大道中段 ,0
成都怡家新城,蒲阳河畔 ,0
成都玉垒竹韵山,富民北路中段(玉华酒店向前100米左右) ,0
成都怡晴苑,建设路永康巷56号附7号 ,0
成都银海花园,联盟南路82号 ,3894
成都怡景花园,文明西街（狮子岩附近） ,9098
成都阳光河畔,苏坡中路48号 ,10512
成都御景江山,蜀都大道东端水碾河路14号 ,0
成都银杏花苑,蜀明路6号 ,0
成都西城家苑,铭章路39号 ,0
成都向阳·百竹园,泸州市江阳西路 ,0
成都西雅图·金山城,内江市东兴大道 ,0
成都肖家河检疫局宿舍,肖家河沿街43号 ,9092
成都西御饭店,青羊西御街8号天府广场西侧 ,0
成都西雅图,西安南路69号 ,7730
成都小税巷社区,黉门街社区背后 ,0
成都星川福苑,沙湾东一路8号 ,0
成都西油苑,平福路151号 ,0
成都新气象小区,人民南路三段6号 ,0
成都信都大厦,武侯成都市武侯区一环路南三段80号 ,0
成都杏林苑,郫县新南街342号 ,4046
成都兴蓉西巷社区,一环路南四段兴蓉西巷一号院 ,0
成都鑫苑锦城花园,温江文化路128号 ,0
成都西锦花园,花牌坊街 ,0
成都信都花园,高升桥东路13号 ,0
成都西蜀子云花都,友爱镇子云西路54号 ,3400
成都西苑公寓,草堂北路13号 ,12845
成都西岭路1号院,二环路西二段西岭路1号（车管所旁边） ,8717
成都新村河边街12号院,万福桥新村河边街12号 ,9266
成都新鸿达电梯公寓,二环路西1段1号 ,0
成都新彩苑,人民南路4段桐梓林南路 ,0
成都鑫城公寓,成都市西大街 ,0
成都欣苑二期,摸底河横街1号 ,0
成都小通巷8号院,小通巷8号 ,9280
成都肖家河南三巷小区,肖家河南三巷 ,0
成都翔福苑,人民南路三段 ,0
成都小天丽苑,小天北街18号 ,0
成都西祥公寓,成都市黄苑东街2号 ,0
成都新丰苑,丰安路 ,0
成都鑫通惠公寓,西体北路19号 ,0
成都西丽苑,蜀汉路162号 ,12015
成都兴顺花园,星辉东路2号 ,0
成都协和村22号院,协和村22号 ,9512
成都熹晓公寓,永盛东街1号 ,0
成都旭光厂宿舍,成都市新都区电子路邮电大厦 ,0
成都鑫园,红花巷103号 ,0
成都仙海小区,绵阳市驿亭路8号 ,0
成都喜悦·江南半岛,资阳市滨江大道与南骏大道交汇处 ,0
成都鑫汇居住小区,宜宾商贸路 ,0
成都肖家河沿巷7号社区,肖家河沿巷7号 ,0
成都星辉东路省残联宿舍,红星路一段壹号桥头 ,0
成都新港花园,郫县三道堰汀沙生态园区 ,0
成都欣苑,成都市郭家桥南街3号 ,0
成都新世纪花园,一环路南二段2号 ,7485
成都杏苑,西二道街35号 ,0
成都肖家河正街45号小区,肖家河正街45号 ,0
成都西华馨苑,红光镇西华大学对面 ,3944
成都西城水郡泊林,洪雅县新城区106省道旁县武装部南 ,0
成都新材大厦,群星路1号 ,0
成都肖家河东二巷社区,肖家河东二巷 ,8033
成都新华居,双桥路89号 ,0
成都向阳苑,南浦路西段189号 ,4256
成都鑫阳花园别墅,天府大道荷兰水街旁 ,6976
成都现代空间,抚琴西路171号（圣淘沙旁） ,0
成都小天欣苑,小天北街70号 ,0
成都兴城佳域,中鹏西路111号 ,0
成都西城小筑,西安北路44号 ,0
成都学府名苑,蛟龙工业港双九路（川大科技园旁） ,3087
成都西物所宿舍,人民南路四段7号 ,0
成都新时代小区,一环路东南段249号附2号 ,4093
