经纬度
"103.986118,30.548835"
"103.918795,30.565923"
"103.922045,30.577872"
"103.891389,30.803871"
"103.890057,30.808718"
"103.886773,30.800051"
"103.976206,30.563558"
"104.150739,30.818469"
"103.878269,30.788262"
"104.066541,30.572269"
"103.836494,30.689491"
"103.961205,30.642455"
"104.276486,30.557526"
"103.879864,30.808452"
"104.265025,30.888984"
"104.066541,30.572269"
"104.054642,30.510450"
"104.023603,30.678716"
"103.658717,30.995803"
"103.821607,30.705203"
"103.594917,30.898647"
"103.837077,30.813716"
"103.646222,30.986783"
"103.812785,30.675345"
"103.887084,30.801085"
"103.884050,30.806884"
"103.644049,30.965681"
"104.161944,30.818541"
"103.880499,30.807192"
"103.640763,30.994331"
"103.892171,30.813003"
"103.663272,30.638559"
"104.016472,30.640124"
"104.406144,30.857689"
"103.985945,30.646116"
"104.066541,30.572269"
